is_focus,site_full,site_id,site_name,site_name_2,plsp_number,(f)latitude,(f)longitude,phenocam,(p)latitude,(p)longitude,coordinates
0,US-ARM_ARM_Southern_Great_Plains_site,US-ARM,ARM_Southern_Great_Plains_site,ARM_Southern_Great_Plains_site-_Lamont,,36.6058,-97.4888,southerngreatplains,36.6058,-97.4888,"[[36.65079100179964, -97.54475189631403], [36.65079100179964, -97.43284810368597], [36.560808998200365, -97.43284810368597], [36.560808998200365, -97.54475189631403], [36.65079100179964, -97.54475189631403]]"
0,US-Mpj_Mountainair_Pinyon-Juniper_Woodland,US-Mpj,Mountainair_Pinyon-Juniper_Woodland,,,34.4382,-106.2385,usmpj,34.43845,-106.25436,"[[34.48339100179964, -106.29216088860319], [34.48339100179964, -106.18323911139682], [34.393408998200364, -106.18323911139682], [34.393408998200364, -106.29216088860319], [34.48339100179964, -106.29216088860319]]"
0,US-xKZ_NEON_Konza_Prairie_Biological_Station,US-xKZ,NEON_Konza_Prairie_Biological_Station,Konza_Prairie_Biological_Station_NEON,,39.1008,-96.5631,konza,39.0824,-96.5603,"[[39.14576500179964, -96.62095333769791], [39.14576500179964, -96.50519666230208], [39.055782998200364, -96.50519666230208], [39.055782998200364, -96.62095333769791], [39.14576500179964, -96.62095333769791]]"
0,US-SRG_Santa_Rita_Grassland,US-SRG,Santa_Rita_Grassland,,,31.7894,-110.8277,srg,31.7894,-110.8276,"[[31.83439100179964, -110.88054270878197], [31.83439100179964, -110.77485729121801], [31.74440899820036, -110.77485729121801], [31.74440899820036, -110.88054270878197], [31.83439100179964, -110.88054270878197]]"
0,US-SRM_Santa_Rita_Mesquite,US-SRM,Santa_Rita_Mesquite,,,31.8214,-110.8661,srm,31.8214,-110.8661,"[[31.86639100179964, -110.9189610145994], [31.86639100179964, -110.8132389854006], [31.77640899820036, -110.8132389854006], [31.77640899820036, -110.9189610145994], [31.86639100179964, -110.9189610145994]]"
0,US-Ses_Sevilleta_shrubland,US-Ses,Sevilleta_shrubland,,,34.335,-106.7448,sevilletashrub,34.33496,-106.74447,"[[34.379891001799635, -106.7985936023276], [34.379891001799635, -106.68980639767241], [34.28990899820036, -106.68980639767241], [34.28990899820036, -106.7985936023276], [34.379891001799635, -106.7985936023276]]"
1,US-Wkg_Walnut_Gulch_Kendall_Grasslands,US-Wkg,Walnut_Gulch_Kendall_Grasslands,,103,31.7365,-109.9419,kendall,31.73652,-109.94185,"[[31.78149100179964, -109.99471251087404], [31.78149100179964, -109.88908748912597], [31.69150899820036, -109.88908748912597], [31.69150899820036, -109.99471251087404], [31.78149100179964, -109.99471251087404]]"
0,US-Whs_Walnut_Gulch_Lucky_Hills_Shrub,US-Whs,Walnut_Gulch_Lucky_Hills_Shrub,,,31.7438,-110.0522,luckyhills,31.7439,-110.05202,"[[31.78879100179964, -110.10501667334074], [31.78879100179964, -109.99938332665926], [31.69880899820036, -109.99938332665926], [31.69880899820036, -110.10501667334074], [31.78879100179964, -110.10501667334074]]"
1,US-Wjs_Willard_Juniper_Savannah,US-Wjs,Willard_Juniper_Savannah,,105,34.4258,-105.8617,junipersavannah,34.4254,-105.8615,"[[34.47049100179964, -105.915952483422], [34.47049100179964, -105.80704751657801], [34.38050899820036, -105.80704751657801], [34.38050899820036, -105.915952483422], [34.47049100179964, -105.915952483422]]"
