row,col,x,y,year,gmm_full_k3,gmm_full_k4,gmm_full_k5,gmm_full_k6,gmm_full_k7,gmm_full_k8,gmm_full_k9,gmm_full_k10,gmm_full_k11,gmm_full_k12,gmm_full_k13,gmm_full_k14,gmm_full_k15,gmm_full_k16,gmm_full_k17,gmm_full_k18,gmm_full_k19,gmm_full_k20,gmm_diag_k3,gmm_diag_k4,gmm_diag_k5,gmm_diag_k6,gmm_diag_k7,gmm_diag_k8,gmm_diag_k9,gmm_diag_k10,gmm_diag_k11,gmm_diag_k12,gmm_diag_k13,gmm_diag_k14,gmm_diag_k15,gmm_diag_k16,gmm_diag_k17,gmm_diag_k18,gmm_diag_k19,gmm_diag_k20
639,1023,418909.5,3812755.5,2022,1,2,4,3,0,4,0,0,9,9,8,3,13,2,5,16,4,5,0,0,0,0,2,6,3,9,5,11,10,9,13,6,14,11,5,11
652,1063,419029.5,3812716.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
631,1106,419158.5,3812779.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
634,1131,419233.5,3812770.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
648,1144,419272.5,3812728.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
653,1176,419368.5,3812713.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
640,1210,419470.5,3812752.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
635,1253,419599.5,3812767.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,14,1,4,5,7,2
649,1289,419707.5,3812725.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,14,0,0,0,0,1,0,7,0,8,2,5,8,5,3,2,14,18,11
642,1299,419737.5,3812746.5,2022,1,2,4,2,3,1,3,2,5,0,2,13,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
657,1328,419824.5,3812701.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
656,1363,419929.5,3812704.5,2022,1,2,4,2,3,1,3,2,1,11,12,2,1,9,13,12,10,11,2,3,3,2,4,4,5,1,0,3,2,13,14,9,10,5,1,19
642,1385,419995.5,3812746.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,10,11,2,3,3,2,4,4,5,1,0,3,2,13,14,9,10,5,1,19
651,1421,420103.5,3812719.5,2022,1,2,4,2,3,1,3,2,1,0,2,13,2,0,4,12,17,15,2,2,3,2,4,4,8,1,6,3,2,13,14,9,10,5,1,19
646,1444,420172.5,3812734.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,14,9,4,5,1,2
658,1491,420313.5,3812698.5,2022,1,2,4,2,3,1,3,2,1,11,12,2,1,9,13,12,10,11,2,3,3,5,0,7,5,3,0,9,9,6,12,12,10,5,1,19
637,1512,420376.5,3812761.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,11
645,1550,420490.5,3812737.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
643,1574,420562.5,3812743.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,11
634,1601,420643.5,3812770.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,0,8,1,8,18,14,0,0,0,0,2,0,7,9,8,11,10,3,13,6,14,11,5,11
643,1624,420712.5,3812743.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,8,6,8,18,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,11
632,1667,420841.5,3812776.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,11
651,1694,420922.5,3812719.5,2022,2,0,3,0,4,3,7,5,8,6,11,8,0,8,1,8,18,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,8
634,1737,421051.5,3812770.5,2022,2,0,3,0,4,3,6,5,2,1,6,7,0,8,1,8,18,14,0,0,0,0,2,6,3,9,2,11,10,3,13,6,14,11,5,13
640,1756,421108.5,3812752.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,8,6,2,18,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
644,1789,421207.5,3812740.5,2022,2,0,3,0,4,3,6,5,2,1,6,7,0,8,1,8,18,19,2,2,3,2,2,6,3,9,2,10,10,3,4,15,5,8,5,13
647,1804,421252.5,3812731.5,2022,2,0,3,0,2,3,6,8,2,1,6,7,0,8,16,8,18,19,2,3,3,2,4,7,5,1,2,3,2,13,4,15,5,8,14,17
657,1859,421417.5,3812701.5,2022,2,0,3,0,4,3,7,5,2,1,6,7,0,8,1,8,18,14,0,0,0,0,2,6,3,9,2,11,10,3,13,6,14,11,5,11
632,1872,421456.5,3812776.5,2022,1,1,1,1,6,2,4,4,7,5,2,13,9,6,9,6,10,6,2,3,3,5,0,7,5,3,0,3,2,13,14,9,10,5,1,19
654,1911,421573.5,3812710.5,2022,1,1,0,3,0,4,0,0,10,3,10,1,10,14,0,6,14,8,2,3,1,5,0,7,5,8,0,9,7,12,10,0,1,12,8,5
659,1931,421633.5,3812695.5,2022,1,1,0,3,0,4,0,0,10,3,10,1,10,14,9,6,10,8,2,3,1,5,0,7,5,8,0,9,7,12,14,9,10,12,8,19
648,1956,421708.5,3812728.5,2022,2,0,3,0,2,3,6,8,2,1,6,7,0,8,1,8,18,19,2,3,1,5,0,7,5,3,2,3,2,13,4,15,5,8,14,17
656,1994,421822.5,3812704.5,2022,2,0,3,0,2,3,6,8,2,1,6,7,0,8,1,8,2,19,2,3,1,5,0,7,5,3,2,3,9,6,4,14,3,13,14,12
633,2018,421894.5,3812773.5,2022,2,0,3,0,4,3,7,5,8,6,6,7,0,8,1,8,18,14,0,0,0,0,3,0,7,0,8,2,12,8,5,3,2,14,18,11
653,2069,422047.5,3812713.5,2022,2,0,3,0,2,3,6,8,2,1,6,7,0,8,1,17,2,16,1,3,2,1,6,1,0,3,1,7,1,6,8,2,16,9,3,14
648,2073,422059.5,3812728.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,8,6,5,18,14,0,0,0,0,3,5,2,5,8,8,6,0,6,10,6,1,15,8
659,2109,422167.5,3812695.5,2022,2,0,3,0,2,3,6,8,2,1,6,7,6,6,1,14,1,14,1,1,2,1,6,1,0,3,1,7,1,0,8,10,16,9,3,3
640,2158,422314.5,3812752.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,5,5,14,0,0,2,0,3,5,2,5,4,8,6,0,6,8,6,1,15,8
634,2175,422365.5,3812770.5,2022,2,0,3,0,4,3,7,5,2,1,6,7,0,8,1,8,18,14,0,0,0,0,3,6,3,9,8,11,10,0,13,10,6,1,15,8
645,2201,422443.5,3812737.5,2022,2,0,1,5,2,3,6,8,0,4,7,12,6,6,16,17,2,16,1,1,2,1,6,1,0,2,1,7,1,4,8,2,16,9,3,3
657,2234,422542.5,3812701.5,2022,2,0,3,5,2,3,6,8,0,4,7,12,6,4,16,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,3,2,16,9,14,14
633,2279,422677.5,3812773.5,2022,2,0,1,5,2,6,2,7,0,4,7,12,3,4,3,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,3,2,16,9,3,14
632,2283,422689.5,3812776.5,2022,2,0,1,5,2,3,6,8,0,4,7,12,6,4,16,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,2,2,0,9,12,14
635,2311,422773.5,3812767.5,2022,2,0,1,5,2,3,6,8,0,4,7,12,6,4,16,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,3,2,9,4,11,0
642,2360,422920.5,3812746.5,2022,2,0,3,5,2,3,6,8,0,4,7,12,3,4,16,17,2,16,1,1,4,1,6,1,0,2,10,4,8,4,3,2,9,4,11,0
656,2375,422965.5,3812704.5,2022,2,0,1,5,2,6,2,7,0,4,7,12,3,4,15,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,3,2,9,9,11,14
646,2405,423055.5,3812734.5,2022,0,0,1,5,2,6,2,7,0,4,7,12,3,4,15,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,2,4,0,6,12,9
642,2456,423208.5,3812746.5,2022,0,0,1,5,2,6,2,7,0,4,7,12,3,4,3,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,2,4,0,6,12,9
635,2472,423256.5,3812767.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,11,9,6,1,1,4,3,5,2,6,6,9,6,0,10,7,11,9,4,11,0
647,2490,423310.5,3812731.5,2022,0,0,1,5,2,6,2,7,0,4,7,12,6,4,16,11,9,6,1,1,4,1,6,1,0,2,10,4,8,4,2,4,9,4,12,9
648,2523,423409.5,3812728.5,2022,0,0,1,5,2,6,2,8,0,4,7,12,6,4,16,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,2,4,0,6,12,9
630,2578,423574.5,3812782.5,2022,1,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,6,1,2,4,3,5,2,6,6,10,6,0,10,3,2,9,4,11,0
658,2602,423646.5,3812698.5,2022,2,0,1,5,2,3,6,8,0,4,7,12,6,4,16,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,2,4,0,6,12,9
656,2618,423694.5,3812704.5,2022,0,0,1,5,2,6,2,7,0,4,7,12,3,4,15,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,3,2,0,9,12,14
633,2652,423796.5,3812773.5,2022,1,2,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,2,4,3,5,2,6,6,9,6,0,10,7,11,8,15,4,10
657,2671,423853.5,3812701.5,2022,1,2,4,1,3,2,4,4,7,5,2,13,8,7,14,12,0,17,2,2,3,2,4,4,8,1,6,3,2,13,3,2,9,4,11,0
647,2724,424012.5,3812731.5,2022,1,1,0,1,0,4,0,0,10,3,2,13,10,14,9,15,14,4,2,2,3,2,4,4,8,1,0,3,2,13,14,9,10,5,1,19
657,2744,424072.5,3812701.5,2022,1,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,0,17,1,2,4,3,5,2,6,6,9,6,0,10,3,11,9,4,11,0
642,2787,424201.5,3812746.5,2022,1,1,1,1,6,2,4,4,7,5,2,13,8,7,9,3,13,6,2,2,3,2,4,1,0,2,10,3,2,13,3,2,9,4,11,0
653,2816,424288.5,3812713.5,2022,1,1,1,1,6,2,4,4,10,5,2,13,8,14,9,3,13,6,2,2,3,2,4,4,8,1,6,0,3,13,3,1,9,4,11,0
631,2838,424354.5,3812779.5,2022,1,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,15,4,10
630,2854,424402.5,3812782.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,4,4,0
645,2904,424552.5,3812737.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,15,4,10
631,2936,424648.5,3812779.5,2022,0,0,1,5,2,6,2,8,0,4,7,12,6,6,16,11,9,6,1,1,4,3,5,2,6,2,10,4,8,10,2,11,9,4,12,0
631,2956,424708.5,3812779.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,15,4,10
650,2981,424783.5,3812722.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,15,4,10
632,3023,424909.5,3812776.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,6,1,1,4,3,6,1,0,2,10,4,8,4,2,4,0,6,12,9
631,3043,424969.5,3812779.5,2022,2,0,1,5,6,2,4,7,0,4,7,12,6,4,16,11,9,6,1,1,2,1,6,1,0,2,10,4,8,4,2,4,0,6,12,9
658,3067,425041.5,3812698.5,2022,0,1,1,1,6,2,4,4,7,5,5,5,14,7,16,11,9,1,1,1,4,3,5,2,6,2,10,4,8,4,2,4,0,6,12,9
636,3112,425176.5,3812764.5,2022,0,0,1,5,2,6,2,7,0,4,7,12,6,4,16,11,9,6,1,1,4,1,6,1,0,2,10,4,8,4,2,4,0,6,12,9
633,3131,425233.5,3812773.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,15,4,10
641,3174,425362.5,3812749.5,2022,0,1,1,1,6,2,4,4,7,5,5,5,14,7,2,13,15,1,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,6,12,9
658,3191,425413.5,3812698.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,7,1,1,4,3,5,2,6,2,10,4,8,4,2,4,0,6,12,9
646,3215,425485.5,3812734.5,2022,0,0,1,1,6,2,4,7,0,4,7,12,6,4,16,11,9,6,1,1,4,1,6,1,0,2,10,4,8,4,2,4,0,6,12,9
647,3249,425587.5,3812731.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,10,6,8,10,2,11,9,4,12,9
656,3297,425731.5,3812704.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,15,4,10
659,3312,425776.5,3812695.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,4,4,10
659,3333,425839.5,3812695.5,2022,0,1,1,1,6,2,4,4,7,5,5,6,8,7,2,3,13,12,1,1,4,3,5,2,6,6,9,6,0,10,7,11,8,15,4,10
662,6,415858.5,3812686.5,2022,2,0,3,0,4,3,6,5,2,1,6,7,0,10,1,14,1,14,0,0,0,0,3,0,1,4,3,5,12,2,1,14,13,13,2,12
664,50,415990.5,3812680.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
677,75,416065.5,3812641.5,2022,2,0,3,0,4,3,6,5,2,1,6,7,0,10,1,14,1,0,0,0,0,0,2,6,3,9,2,10,10,3,4,14,13,13,2,12
686,110,416170.5,3812614.5,2022,1,2,0,3,0,4,0,0,9,9,8,3,13,2,5,16,4,5,0,0,0,0,3,0,1,4,3,5,4,2,9,13,12,0,16,1
677,148,416284.5,3812641.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
668,167,416341.5,3812668.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
687,182,416386.5,3812611.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
673,216,416488.5,3812653.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
682,266,416638.5,3812626.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
671,286,416698.5,3812659.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
684,317,416791.5,3812620.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
661,349,416887.5,3812689.5,2022,2,0,3,0,4,3,6,8,2,1,6,7,0,10,1,14,1,0,0,0,0,0,2,6,3,9,2,11,10,3,13,14,13,13,2,12
676,370,416950.5,3812644.5,2022,2,0,3,0,4,3,6,5,2,1,6,7,0,8,1,8,18,14,0,0,0,0,2,6,3,9,2,11,10,3,13,6,14,11,5,13
683,398,417034.5,3812623.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
676,447,417181.5,3812644.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,1,5,18,14,0,0,0,0,2,6,3,9,8,11,10,3,13,6,14,11,5,11
683,454,417202.5,3812623.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,0,8,1,8,18,14,0,0,0,0,2,6,3,9,8,11,10,3,13,6,14,11,5,11
664,498,417334.5,3812680.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
668,512,417376.5,3812668.5,2022,1,2,0,3,0,4,0,0,9,9,8,3,13,2,5,16,0,17,0,0,0,0,2,6,3,9,5,11,10,9,13,6,14,11,5,13
681,544,417472.5,3812629.5,2022,1,2,4,3,0,4,0,0,9,9,8,3,13,2,5,16,4,17,1,2,3,2,2,6,3,9,5,11,10,9,13,6,14,11,5,13
689,573,417559.5,3812605.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
673,620,417700.5,3812653.5,2022,1,2,4,2,3,1,3,2,9,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,13
669,643,417769.5,3812665.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
670,669,417847.5,3812662.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
660,719,417997.5,3812692.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
661,725,418015.5,3812689.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,0,3,2,13,14,9,10,5,1,19
668,754,418102.5,3812668.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,12,10,11,2,2,3,2,4,4,8,1,6,3,2,13,14,9,10,5,1,19
673,786,418198.5,3812653.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,14,9,4,5,1,19
680,830,418330.5,3812632.5,2022,1,2,0,3,0,4,0,0,9,9,8,3,13,2,5,16,4,5,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
687,856,418408.5,3812611.5,2022,2,2,0,3,4,5,7,6,9,9,8,3,13,2,14,16,4,17,0,0,0,0,3,0,7,0,8,2,12,8,5,3,2,14,18,11
684,892,418516.5,3812620.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
664,913,418579.5,3812680.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
676,954,418702.5,3812644.5,2022,1,2,4,2,3,1,3,2,1,11,12,2,1,9,13,12,10,11,2,3,3,2,4,4,5,1,0,3,2,13,14,9,10,5,1,19
687,964,418732.5,3812611.5,2022,1,2,0,3,3,1,3,2,1,11,1,4,1,9,13,12,10,11,2,3,1,5,0,7,5,3,0,3,9,6,12,12,16,16,17,7
678,995,418825.5,3812638.5,2022,1,2,4,2,3,1,3,2,9,9,8,3,13,2,4,1,4,15,2,3,3,2,2,6,3,9,5,11,10,9,13,6,14,11,5,13
684,1040,418960.5,3812620.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
676,1068,419044.5,3812644.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
674,1103,419149.5,3812650.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
685,1113,419179.5,3812617.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
665,1164,419332.5,3812677.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
672,1178,419374.5,3812656.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
662,1216,419488.5,3812686.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,14,1,4,5,1,2
687,1245,419575.5,3812611.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
689,1266,419638.5,3812605.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
687,1302,419746.5,3812611.5,2022,1,2,0,3,0,4,0,0,9,9,8,3,13,2,5,16,4,5,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,11
680,1335,419845.5,3812632.5,2022,2,2,4,2,3,1,4,2,5,0,2,13,2,6,4,9,0,17,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,17
682,1370,419950.5,3812626.5,2022,1,2,4,2,3,1,3,2,1,11,1,4,1,9,13,12,10,11,2,3,1,5,0,7,5,3,0,3,2,12,14,9,10,5,1,19
689,1380,419980.5,3812605.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,2,3,2,4,4,8,1,0,3,2,13,14,9,10,5,1,19
672,1433,420139.5,3812656.5,2022,2,0,3,0,4,3,6,8,2,1,6,7,0,8,1,8,18,19,2,3,3,2,2,6,3,9,2,11,10,3,13,6,14,11,5,13
667,1458,420214.5,3812671.5,2022,1,2,0,3,0,4,0,6,9,9,8,3,13,2,5,16,4,5,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,11
660,1491,420313.5,3812692.5,2022,1,2,4,2,3,1,3,2,1,0,12,2,2,0,4,9,17,15,2,3,3,5,0,7,5,3,0,3,2,13,14,9,10,5,1,19
662,1500,420340.5,3812686.5,2022,1,2,4,1,3,2,4,4,7,5,2,13,9,6,14,11,0,17,2,3,3,5,0,7,5,3,0,3,2,13,14,9,10,5,1,19
671,1533,420439.5,3812659.5,2022,2,0,3,0,2,3,6,8,2,1,6,7,0,8,1,8,18,19,2,3,3,5,0,7,5,3,2,3,2,13,4,15,5,8,14,14
686,1575,420565.5,3812614.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
669,1611,420673.5,3812665.5,2022,2,0,3,0,4,3,6,5,2,1,6,7,0,8,1,8,18,19,0,0,0,0,2,6,3,9,2,11,10,3,13,6,14,11,5,13
684,1639,420757.5,3812620.5,2022,1,2,0,3,0,4,0,0,9,9,8,3,13,2,5,16,4,5,0,0,0,0,2,6,3,9,5,11,10,9,13,6,14,11,5,11
689,1664,420832.5,3812605.5,2022,1,2,0,3,0,4,0,0,10,9,8,3,9,14,5,16,12,4,0,0,0,0,2,6,3,9,5,11,10,9,13,6,14,11,5,13
681,1692,420916.5,3812629.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,14,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,11
684,1720,421000.5,3812620.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,2,5,3,0,0,0,0,3,0,7,0,8,2,5,8,5,3,2,14,18,18
664,1768,421144.5,3812680.5,2022,2,0,3,0,4,3,6,8,2,1,6,7,0,8,1,8,18,19,2,3,3,5,2,7,3,3,2,10,2,3,4,15,5,8,14,17
675,1798,421234.5,3812647.5,2022,2,0,3,0,4,3,6,5,2,1,6,7,0,8,1,8,18,19,0,0,0,0,2,6,3,9,2,11,10,3,13,6,14,11,5,13
676,1805,421255.5,3812644.5,2022,1,1,0,3,0,4,0,0,10,3,10,1,10,14,9,15,14,4,0,3,1,5,0,7,3,3,5,11,9,9,12,12,12,16,16,7
686,1841,421363.5,3812614.5,2022,1,2,4,1,0,2,4,4,10,5,2,13,8,14,9,12,10,11,2,2,3,2,4,4,8,1,6,0,3,5,0,1,4,2,7,2
685,1867,421441.5,3812617.5,2022,1,2,4,1,0,4,0,0,10,3,2,13,10,14,9,6,10,11,2,3,3,5,0,7,5,3,0,3,2,13,14,9,10,5,1,19
666,1894,421522.5,3812674.5,2022,1,2,0,1,0,4,0,0,10,3,2,4,10,14,9,6,10,11,2,2,3,2,4,4,8,8,0,9,7,1,14,9,10,5,1,19
685,1927,421621.5,3812617.5,2022,1,1,0,1,0,4,0,0,10,3,2,13,10,14,9,6,10,4,2,2,3,2,4,4,8,1,6,0,7,1,10,0,1,10,13,4
683,1979,421777.5,3812623.5,2022,1,1,0,3,0,4,0,0,10,3,2,1,10,14,9,6,10,8,2,3,1,5,4,7,5,8,0,9,7,1,10,0,1,10,13,4
683,1991,421813.5,3812623.5,2022,1,1,0,3,0,4,0,0,10,3,2,13,10,14,9,6,10,8,2,3,1,5,0,7,5,8,0,9,7,12,14,9,10,5,1,19
689,2025,421915.5,3812605.5,2022,2,0,3,0,2,3,6,8,2,1,6,7,0,8,7,8,1,19,2,3,1,5,0,7,5,3,2,10,9,6,4,14,3,13,8,12
677,2046,421978.5,3812641.5,2022,2,0,3,0,2,3,6,8,2,1,6,7,0,8,1,8,18,14,2,3,2,1,6,7,5,3,2,3,2,6,4,2,16,9,14,14
663,2091,422113.5,3812683.5,2022,2,0,3,0,2,3,6,8,2,1,6,7,6,6,1,17,2,16,1,1,2,1,6,1,0,2,10,4,8,4,3,2,16,9,3,14
681,2100,422140.5,3812629.5,2022,2,0,3,0,4,5,7,5,8,6,11,8,4,13,6,5,18,14,0,0,0,0,3,0,3,5,8,2,12,0,8,10,6,1,15,8
661,2150,422290.5,3812689.5,2022,2,0,3,5,1,6,2,3,6,7,3,0,7,5,3,5,6,14,0,0,2,0,2,5,2,5,1,8,6,0,8,10,6,1,15,8
