row,col,x,y,year,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,kmeans_k7,kmeans_k8,kmeans_k9,kmeans_k10,kmeans_k11,kmeans_k12,kmeans_k13,kmeans_k14,kmeans_k15,kmeans_k16,kmeans_k17,kmeans_k18,kmeans_k19,kmeans_k20
352,3095,425125.5,3813616.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
358,3174,425362.5,3813598.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,17,6
349,3181,425383.5,3813625.5,2022,2,1,3,5,6,3,7,1,8,3,7,8,5,13,13,17,9,10
343,3279,425677.5,3813643.5,2022,2,1,3,5,6,3,7,1,8,3,7,8,5,13,13,17,9,10
371,16,415888.5,3813559.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
369,40,415960.5,3813565.5,2022,1,2,2,0,0,6,4,2,7,6,8,6,8,8,10,3,8,8
375,70,416050.5,3813547.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
378,107,416161.5,3813538.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
364,135,416245.5,3813580.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,6,3,11,0
372,166,416338.5,3813556.5,2022,1,2,2,0,0,6,4,2,7,6,8,6,8,8,10,3,8,8
386,209,416467.5,3813514.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
362,218,416494.5,3813586.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,6,3,11,0
364,263,416629.5,3813580.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
363,289,416707.5,3813583.5,2022,1,2,2,0,0,1,4,2,7,6,8,11,13,7,6,15,11,0
377,320,416800.5,3813541.5,2022,1,2,2,0,0,1,4,2,7,6,8,11,13,7,6,15,11,0
372,336,416848.5,3813556.5,2022,0,0,4,3,3,2,5,9,9,10,0,9,7,3,9,11,4,16
377,360,416920.5,3813541.5,2022,0,3,4,3,3,4,2,0,9,1,12,11,13,7,5,11,13,19
361,417,417091.5,3813589.5,2022,1,2,2,0,0,1,2,0,7,6,9,11,13,7,6,15,11,0
362,439,417157.5,3813586.5,2022,0,2,4,1,5,1,2,0,9,5,9,11,13,7,6,15,11,0
371,478,417274.5,3813559.5,2022,0,2,4,1,5,1,2,0,9,5,9,11,13,7,6,15,11,19
365,494,417322.5,3813577.5,2022,0,3,4,1,5,1,2,0,9,5,9,11,13,7,5,15,13,19
383,530,417430.5,3813523.5,2022,0,3,4,1,5,4,2,0,1,5,9,11,13,1,0,8,2,2
386,565,417535.5,3813514.5,2022,0,3,4,1,5,4,2,0,1,5,9,11,13,7,0,8,2,2
369,592,417616.5,3813565.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
366,629,417727.5,3813574.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
370,634,417742.5,3813562.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
382,683,417889.5,3813526.5,2022,0,3,4,3,3,4,3,0,9,1,12,11,13,7,5,15,13,19
360,708,417964.5,3813592.5,2022,0,3,4,3,3,4,3,7,10,2,11,5,2,12,7,11,10,5
363,728,418024.5,3813583.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
360,758,418114.5,3813592.5,2022,0,2,4,1,5,1,2,0,9,1,12,11,13,7,5,15,13,19
364,806,418258.5,3813580.5,2022,0,3,4,1,5,1,2,0,9,1,12,11,13,7,5,15,13,19
367,823,418309.5,3813571.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
371,846,418378.5,3813559.5,2022,0,0,4,1,5,1,2,0,9,1,12,11,13,7,5,15,13,19
361,881,418483.5,3813589.5,2022,0,0,4,3,3,4,3,0,9,10,11,9,7,12,5,11,13,19
363,928,418624.5,3813583.5,2022,0,0,4,4,4,2,5,9,4,10,0,9,7,3,9,11,14,16
380,939,418657.5,3813532.5,2022,0,3,4,1,5,4,2,0,1,5,9,11,13,1,0,8,2,2
378,968,418744.5,3813538.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
371,992,418816.5,3813559.5,2022,1,0,1,4,4,6,8,8,5,4,3,13,11,4,12,12,6,17
370,1032,418936.5,3813562.5,2022,1,2,2,0,0,6,8,3,5,4,5,13,11,4,12,12,6,17
363,1052,418996.5,3813583.5,2022,0,0,1,1,5,2,2,0,1,5,9,13,11,1,0,8,2,2
378,1091,419113.5,3813538.5,2022,1,0,1,4,4,2,5,9,4,9,3,4,14,9,1,0,14,16
369,1124,419212.5,3813565.5,2022,0,3,4,3,3,4,3,7,10,10,11,9,7,12,7,11,14,16
370,1168,419344.5,3813562.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
373,1175,419365.5,3813553.5,2022,0,3,4,3,3,4,3,7,10,10,6,9,7,3,9,11,4,1
376,1203,419449.5,3813544.5,2022,0,3,4,3,3,4,2,0,1,5,9,5,10,1,0,8,2,2
376,1257,419611.5,3813544.5,2022,1,0,1,4,4,2,5,0,9,1,12,0,4,10,16,5,1,11
364,1273,419659.5,3813580.5,2022,0,0,4,1,5,1,2,0,9,1,12,11,13,7,5,11,13,19
386,1309,419767.5,3813514.5,2022,1,2,2,1,5,1,2,0,9,6,12,11,13,7,6,15,11,0
366,1330,419830.5,3813574.5,2022,1,2,2,0,0,1,4,2,9,1,12,0,4,10,16,5,1,11
365,1356,419908.5,3813577.5,2022,1,2,2,1,5,1,2,0,9,5,9,11,13,7,6,15,11,0
365,1395,420025.5,3813577.5,2022,1,2,2,0,0,1,4,0,7,6,8,11,13,7,6,15,11,0
361,1432,420136.5,3813589.5,2022,0,3,4,3,3,4,2,0,1,5,9,5,10,1,0,8,2,2
380,1454,420202.5,3813532.5,2022,0,3,4,3,3,4,2,0,1,5,9,5,10,1,0,8,2,2
376,1493,420319.5,3813544.5,2022,0,0,4,1,5,1,2,0,1,5,9,11,13,1,0,8,2,2
388,1521,420403.5,3813508.5,2022,0,3,4,1,5,4,2,0,1,5,9,11,13,1,0,8,2,2
370,1547,420481.5,3813562.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
380,1569,420547.5,3813532.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
388,1597,420631.5,3813508.5,2022,1,2,2,0,0,1,4,2,7,6,8,11,13,7,6,15,11,0
384,1632,420736.5,3813520.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,7,6,15,11,0
360,1665,420835.5,3813592.5,2022,1,2,2,0,0,6,4,2,7,6,8,6,8,8,10,3,8,8
377,1698,420934.5,3813541.5,2022,1,2,2,0,0,1,4,2,7,6,8,13,11,4,12,12,6,17
381,1735,421045.5,3813529.5,2022,1,2,2,1,5,1,2,0,1,5,9,13,11,7,6,8,2,2
370,1752,421096.5,3813562.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,6,3,11,0
380,1777,421171.5,3813532.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,0
360,1824,421312.5,3813592.5,2022,0,3,4,3,3,4,2,0,10,2,9,11,13,7,0,8,2,2
386,1832,421336.5,3813514.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,1,6,8,2,2
375,1882,421486.5,3813547.5,2022,0,0,4,1,5,2,2,0,1,5,9,7,10,1,0,8,2,2
388,1890,421510.5,3813508.5,2022,0,2,4,1,5,1,2,0,1,5,9,11,13,1,0,8,2,2
386,1937,421651.5,3813514.5,2022,0,3,4,3,3,4,3,7,1,5,9,7,10,1,0,8,2,2
366,1952,421696.5,3813574.5,2022,1,0,1,1,5,2,2,8,1,5,9,13,11,4,12,12,6,17
388,2006,421858.5,3813508.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
360,2032,421936.5,3813592.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
368,2052,421996.5,3813568.5,2022,0,3,4,2,3,4,3,7,10,2,6,7,10,1,0,4,15,14
388,2088,422104.5,3813508.5,2022,2,1,3,1,5,5,2,0,1,5,9,7,10,1,0,6,17,3
374,2126,422218.5,3813550.5,2022,2,1,3,1,5,5,6,6,6,0,2,7,10,11,3,6,17,3
364,2134,422242.5,3813580.5,2022,2,1,3,1,5,5,6,6,1,5,11,7,10,1,0,6,17,3
364,2176,422368.5,3813580.5,2022,0,3,0,1,5,4,1,7,1,0,11,7,10,1,0,4,15,14
372,2200,422440.5,3813556.5,2022,2,1,0,1,5,5,6,6,6,0,2,7,10,11,3,4,15,14
376,2230,422530.5,3813544.5,2022,2,1,3,2,6,5,6,6,6,0,2,12,6,11,3,13,0,6
383,2262,422626.5,3813523.5,2022,2,1,3,1,5,5,6,6,6,0,2,12,6,11,3,6,17,3
367,2290,422710.5,3813571.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
372,2330,422830.5,3813556.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
384,2347,422881.5,3813520.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
367,2398,423034.5,3813571.5,2022,2,1,0,2,1,0,1,6,6,0,2,12,6,11,3,13,0,6
385,2400,423040.5,3813517.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
387,2458,423214.5,3813511.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
375,2466,423238.5,3813547.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,12
389,2503,423349.5,3813505.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
386,2542,423466.5,3813514.5,2022,2,1,3,5,6,3,6,6,6,0,2,12,6,11,3,13,0,6
373,2552,423496.5,3813553.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
383,2599,423637.5,3813523.5,2022,2,1,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,6
369,2639,423757.5,3813565.5,2022,2,1,0,2,1,0,1,4,6,0,2,12,6,11,3,13,0,6
380,2668,423844.5,3813532.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,4
362,2692,423916.5,3813586.5,2022,2,1,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,6
360,2719,423997.5,3813592.5,2022,2,1,0,2,1,0,1,6,6,0,2,12,6,11,3,13,0,6
368,2744,424072.5,3813568.5,2022,2,1,0,2,1,0,1,6,6,0,2,12,6,11,3,13,0,6
368,2786,424198.5,3813568.5,2022,2,3,0,2,1,0,1,4,6,0,2,7,10,11,3,4,15,14
387,2796,424228.5,3813511.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,4,15,14
378,2830,424330.5,3813538.5,2022,2,1,3,1,5,1,2,0,9,5,9,11,13,7,5,15,13,19
379,2869,424447.5,3813535.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,4
361,2883,424489.5,3813589.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,4
363,2926,424618.5,3813583.5,2022,2,3,0,2,1,0,1,4,0,0,4,7,10,1,0,4,15,14
380,2965,424735.5,3813532.5,2022,2,1,0,2,1,5,6,6,6,0,2,12,6,11,3,4,17,3
380,2984,424792.5,3813532.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,4
378,3008,424864.5,3813538.5,2022,2,1,0,2,1,0,1,6,6,0,2,12,6,11,3,13,0,6
360,3033,424939.5,3813592.5,2022,2,1,3,1,5,5,6,6,6,0,2,12,6,11,3,6,17,3
387,3069,425047.5,3813511.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
360,3174,425362.5,3813592.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
402,18,415894.5,3813466.5,2022,1,2,2,0,0,6,4,2,7,6,8,6,8,8,10,3,8,8
403,47,415981.5,3813463.5,2022,1,2,2,0,0,6,4,2,7,6,8,6,8,8,10,3,8,8
399,68,416044.5,3813475.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
413,99,416137.5,3813433.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
402,149,416287.5,3813466.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
404,169,416347.5,3813460.5,2022,1,2,2,1,5,1,2,0,7,6,8,11,13,7,6,15,11,0
396,200,416440.5,3813484.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
419,237,416551.5,3813415.5,2022,1,2,2,1,5,1,2,0,9,5,9,11,13,7,6,15,11,0
409,244,416572.5,3813445.5,2022,1,2,2,0,0,1,4,2,7,6,8,11,13,7,6,15,11,0
395,294,416722.5,3813487.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,7,6,15,11,0
402,309,416767.5,3813466.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,7,6,15,11,0
406,359,416917.5,3813454.5,2022,0,3,4,3,3,4,3,0,9,2,6,11,13,7,5,2,13,19
399,379,416977.5,3813475.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,7,6,15,11,0
410,398,417034.5,3813442.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,6,3,11,0
410,436,417148.5,3813442.5,2022,1,2,2,0,0,1,2,0,7,6,8,11,13,7,6,15,11,0
414,453,417199.5,3813430.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,7,6,15,11,0
391,498,417334.5,3813499.5,2022,0,3,4,3,3,4,3,0,10,2,6,5,2,1,0,8,2,2
411,510,417370.5,3813439.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,1,6,8,2,2
393,559,417517.5,3813493.5,2022,0,3,4,1,5,1,2,0,1,5,9,11,13,7,6,15,2,2
406,581,417583.5,3813454.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,7,6,15,11,0
397,625,417715.5,3813481.5,2022,0,3,4,1,5,4,2,0,1,5,9,11,13,1,0,8,2,2
408,656,417808.5,3813448.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
400,677,417871.5,3813472.5,2022,0,3,4,3,3,4,2,0,9,1,12,11,13,7,5,11,13,19
401,702,417946.5,3813469.5,2022,0,3,4,3,3,4,3,7,10,2,11,5,2,12,11,11,10,5
417,722,418006.5,3813421.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
398,759,418117.5,3813478.5,2022,1,2,2,0,0,1,2,0,9,1,12,0,4,10,5,5,13,19
403,799,418237.5,3813463.5,2022,0,3,4,1,5,1,2,0,9,1,12,11,13,7,5,11,13,19
395,815,418285.5,3813487.5,2022,0,3,4,3,3,1,2,0,9,1,12,11,13,7,5,15,13,19
406,851,418393.5,3813454.5,2022,1,0,1,4,4,2,5,9,9,1,12,0,4,10,16,5,1,11
418,898,418534.5,3813418.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,11,0
406,916,418588.5,3813454.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
406,933,418639.5,3813454.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
403,988,418804.5,3813463.5,2022,0,0,4,3,3,2,5,9,4,10,0,9,7,3,9,10,4,1
401,1008,418864.5,3813469.5,2022,1,0,1,4,4,2,5,8,4,9,3,4,14,9,1,7,3,7
393,1030,418930.5,3813493.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
408,1078,419074.5,3813448.5,2022,1,2,2,0,0,1,4,2,7,6,8,13,11,4,12,12,6,17
417,1095,419125.5,3813421.5,2022,1,0,1,1,5,2,2,8,1,5,9,13,11,4,12,12,6,17
411,1134,419242.5,3813439.5,2022,0,0,4,1,5,2,5,9,4,10,11,9,7,12,7,11,14,16
405,1168,419344.5,3813457.5,2022,1,0,1,1,5,1,2,0,9,1,12,0,4,10,5,5,13,19
411,1174,419362.5,3813439.5,2022,0,0,4,3,3,4,2,0,9,1,12,11,7,12,5,11,13,19
417,1223,419509.5,3813421.5,2022,0,0,4,1,5,5,2,0,1,5,9,7,10,1,0,8,2,2
418,1252,419596.5,3813418.5,2022,1,2,2,0,0,1,4,0,7,6,8,11,13,7,6,15,11,0
395,1269,419647.5,3813487.5,2022,1,2,2,1,5,1,2,0,9,5,9,11,13,7,6,15,11,0
391,1318,419794.5,3813499.5,2022,0,0,1,1,5,2,2,0,1,5,9,13,11,1,0,8,2,2
401,1325,419815.5,3813469.5,2022,0,0,1,4,4,2,5,9,4,10,11,9,7,12,7,11,14,16
404,1365,419935.5,3813460.5,2022,0,3,4,3,3,4,3,7,10,10,11,9,7,12,7,11,14,16
407,1400,420040.5,3813451.5,2022,0,3,4,3,3,4,3,7,10,2,6,9,7,3,9,10,4,1
390,1438,420154.5,3813502.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
399,1447,420181.5,3813475.5,2022,0,3,4,3,3,4,3,7,10,2,11,5,2,12,11,11,10,5
392,1499,420337.5,3813496.5,2022,0,3,4,1,3,4,2,0,1,5,9,11,13,1,0,8,2,2
418,1517,420391.5,3813418.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,7,6,15,2,2
405,1559,420517.5,3813457.5,2022,0,3,4,1,5,4,2,0,1,5,9,11,10,1,0,8,2,2
400,1566,420538.5,3813472.5,2022,1,0,1,1,5,1,2,0,1,5,9,13,11,1,0,8,2,2
399,1613,420679.5,3813475.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,7,6,15,11,0
390,1633,420739.5,3813502.5,2022,1,2,2,1,5,1,2,0,1,5,9,13,11,1,6,8,2,2
400,1653,420799.5,3813472.5,2022,0,0,4,1,5,2,2,0,1,5,9,7,10,1,0,8,2,2
418,1686,420898.5,3813418.5,2022,0,2,2,1,5,1,2,0,1,5,9,11,13,7,6,8,2,2
400,1727,421021.5,3813472.5,2022,1,2,2,0,0,1,4,2,7,6,8,13,11,4,12,12,6,17
415,1753,421099.5,3813427.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,7,6,15,11,0
395,1789,421207.5,3813487.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,6,3,11,0
392,1816,421288.5,3813496.5,2022,1,2,2,1,5,1,2,0,1,5,9,13,11,4,6,8,11,0
398,1832,421336.5,3813478.5,2022,1,2,2,1,5,1,2,0,1,5,9,11,13,7,6,8,11,0
403,1881,421483.5,3813463.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
401,1906,421558.5,3813469.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
401,1937,421651.5,3813469.5,2022,0,0,4,1,5,2,2,0,1,5,9,13,10,1,0,8,2,2
408,2001,421843.5,3813448.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
391,2025,421915.5,3813499.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
405,2050,421990.5,3813457.5,2022,2,3,0,2,1,0,1,4,0,0,4,7,10,1,0,4,15,14
408,2074,422062.5,3813448.5,2022,0,3,4,1,5,4,3,0,1,5,9,7,10,1,0,8,2,2
407,2115,422185.5,3813451.5,2022,2,1,3,1,5,5,2,0,1,5,9,7,10,1,0,6,17,3
397,2150,422290.5,3813481.5,2022,2,1,3,1,5,5,2,0,6,0,2,11,13,7,3,15,17,6
402,2164,422332.5,3813466.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,4,15,14
391,2212,422476.5,3813499.5,2022,2,1,3,2,6,5,6,6,6,0,2,12,6,11,3,13,17,6
399,2221,422503.5,3813475.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
391,2279,422677.5,3813499.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
397,2287,422701.5,3813481.5,2022,2,1,3,5,6,3,7,1,8,3,1,8,1,6,2,1,7,18
398,2333,422839.5,3813478.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
414,2343,422869.5,3813430.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,17,3
413,2392,423016.5,3813433.5,2022,2,1,3,5,6,3,6,6,6,0,2,12,6,11,3,13,0,6
403,2407,423061.5,3813463.5,2022,2,1,3,5,6,3,7,1,8,3,7,8,5,13,13,17,9,10
402,2439,423157.5,3813466.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
396,2485,423295.5,3813484.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
405,2519,423397.5,3813457.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
415,2534,423442.5,3813427.5,2022,2,1,3,1,5,5,6,6,6,0,2,7,10,11,3,6,17,3
414,2576,423568.5,3813430.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
418,2589,423607.5,3813418.5,2022,2,1,0,2,1,0,1,6,6,0,2,12,6,11,3,13,0,6
404,2619,423697.5,3813460.5,2022,2,1,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,4
411,2663,423829.5,3813439.5,2022,2,1,3,5,6,3,7,1,8,3,7,8,1,6,2,1,7,18
406,2670,423850.5,3813454.5,2022,2,1,0,2,1,0,1,6,6,0,2,12,6,11,3,13,0,6
394,2718,423994.5,3813490.5,2022,2,1,0,2,1,0,1,4,0,7,4,3,9,2,8,13,5,6
394,2734,424042.5,3813490.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
419,2776,424168.5,3813415.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,4
410,2791,424213.5,3813442.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,4
411,2840,424360.5,3813439.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,9,5,4
408,2869,424447.5,3813448.5,2022,2,3,0,2,1,0,1,4,0,0,4,3,9,2,8,4,15,14
412,2880,424480.5,3813436.5,2022,2,3,0,2,1,0,1,4,0,7,4,3,9,2,8,4,15,14
391,2928,424624.5,3813499.5,2022,2,1,0,2,1,0,1,6,6,0,2,12,10,11,3,4,15,14
402,2958,424714.5,3813466.5,2022,2,1,3,1,5,5,6,6,6,0,2,7,10,1,0,6,17,3
413,2987,424801.5,3813433.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,0,6
416,3012,424876.5,3813424.5,2022,2,1,0,2,1,5,6,6,6,0,2,12,6,11,3,13,0,6
416,3057,425011.5,3813424.5,2022,2,1,3,5,6,3,6,6,6,0,2,12,6,11,3,13,0,12
419,3067,425041.5,3813415.5,2022,2,1,0,2,1,0,1,6,6,0,2,12,6,11,3,13,0,6
390,3125,425215.5,3813502.5,2022,2,1,3,5,6,5,6,6,6,0,2,12,6,11,3,13,17,6
447,12,415876.5,3813331.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
445,31,415933.5,3813337.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
434,60,416020.5,3813370.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
421,116,416188.5,3813409.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
429,133,416239.5,3813385.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,6,3,11,0
425,158,416314.5,3813397.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,11,0
440,199,416437.5,3813352.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
422,233,416539.5,3813406.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,6,3,11,0
440,247,416581.5,3813352.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
436,292,416716.5,3813364.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,6,3,11,0
444,304,416752.5,3813340.5,2022,0,2,4,1,5,1,2,0,1,5,9,11,13,7,6,8,2,2
440,342,416866.5,3813352.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
448,381,416983.5,3813328.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,7,6,15,11,0
445,395,417025.5,3813337.5,2022,0,3,4,1,5,1,2,0,9,5,9,11,13,7,6,15,11,0
431,441,417163.5,3813379.5,2022,0,3,4,1,5,1,2,0,1,5,9,11,13,7,6,15,2,2
430,465,417235.5,3813382.5,2022,0,3,4,1,3,4,2,0,1,5,9,11,13,1,0,8,2,2
435,507,417361.5,3813367.5,2022,0,2,4,1,5,1,2,0,1,5,9,11,13,7,6,15,2,2
421,532,417436.5,3813409.5,2022,0,3,4,1,5,4,2,0,1,5,9,11,13,7,0,8,2,2
437,548,417484.5,3813361.5,2022,0,3,4,1,5,4,2,0,1,5,9,7,10,1,0,8,2,2
430,594,417622.5,3813382.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
441,601,417643.5,3813349.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,2,2
439,657,417811.5,3813355.5,2022,0,3,4,1,5,1,2,0,1,5,9,7,10,1,0,8,2,2
446,687,417901.5,3813334.5,2022,0,3,4,1,5,4,2,0,1,5,9,11,10,1,0,8,2,2
421,697,417931.5,3813409.5,2022,0,3,4,3,3,4,3,7,10,2,11,5,2,12,7,11,13,19
433,740,418060.5,3813373.5,2022,0,3,4,3,3,4,3,7,10,2,11,5,2,12,7,11,10,16
421,757,418111.5,3813409.5,2022,1,2,2,0,0,1,4,2,9,1,12,0,4,10,5,5,1,11
449,808,418264.5,3813325.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,2,5,11,2,10,5
438,818,418294.5,3813358.5,2022,0,3,4,1,5,4,2,0,1,5,9,11,13,1,0,8,2,2
444,854,418402.5,3813340.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
424,872,418456.5,3813400.5,2022,0,2,4,1,5,1,2,0,1,5,9,11,13,7,6,8,2,2
437,901,418543.5,3813361.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,7,6,15,11,0
425,935,418645.5,3813397.5,2022,0,3,4,3,3,4,3,7,10,10,11,9,7,12,7,11,14,16
435,981,418783.5,3813367.5,2022,1,2,2,0,0,1,4,2,7,6,8,6,8,8,10,3,8,8
432,1001,418843.5,3813376.5,2022,1,2,2,0,0,1,4,2,7,6,8,13,11,4,12,12,6,17
437,1028,418924.5,3813361.5,2022,1,0,1,4,4,2,2,8,1,5,3,13,11,4,12,12,6,17
425,1055,419005.5,3813397.5,2022,1,0,1,4,4,2,5,9,9,1,12,0,4,10,16,5,14,16
423,1107,419161.5,3813403.5,2022,0,0,4,1,4,2,5,9,4,10,11,9,7,12,7,11,14,16
427,1126,419218.5,3813391.5,2022,0,3,4,3,3,4,3,7,10,2,6,5,7,5,11,11,10,5
434,1163,419329.5,3813370.5,2022,0,0,4,1,5,2,2,0,1,5,9,7,10,1,0,8,2,2
441,1171,419353.5,3813349.5,2022,0,3,4,3,3,4,3,7,10,10,6,9,7,5,11,11,10,5
427,1227,419521.5,3813391.5,2022,0,0,4,3,3,4,5,9,4,10,11,9,7,12,7,11,14,16
436,1237,419551.5,3813364.5,2022,1,2,2,1,5,1,2,0,9,5,9,11,13,7,6,15,11,0
