component,explained_variance_ratio,cumulative_explained_variance
1,0.43377588616737905,0.43377588616737905
2,0.3363123121338322,0.7700881983012113
3,0.1441081200452449,0.9141963183464562
4,0.0552878212492006,0.9694841395956568
5,0.024072864292153454,0.9935570038878103
6,0.005265797071849248,0.9988228009596596
7,0.0011771990403406198,1.0000000000000002
8,6.664657200432239e-17,1.0000000000000002
9,0.0,1.0000000000000002
10,0.0,1.0000000000000002
