row,col,x,y,year,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,kmeans_k7,kmeans_k8,kmeans_k9,kmeans_k10,kmeans_k11,kmeans_k12,kmeans_k13,kmeans_k14,kmeans_k15,kmeans_k16,kmeans_k17,kmeans_k18,kmeans_k19,kmeans_k20
29,2019,601288.5,3516628.5,2022,2,3,0,1,0,4,5,1,0,6,6,10,1,5,5,12,6,5
0,2062,601417.5,3516715.5,2022,0,0,1,0,6,7,7,0,3,4,9,3,12,8,2,0,11,17
0,2085,601486.5,3516715.5,2022,0,0,1,0,6,7,2,7,3,0,5,3,12,8,2,0,11,17
15,2105,601546.5,3516670.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,10,6
8,2145,601666.5,3516691.5,2022,0,0,1,3,1,7,7,0,2,5,1,8,2,0,9,11,15,6
3,2168,601735.5,3516706.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,10,6
24,2213,601870.5,3516643.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,13,9,11,10,6
20,2233,601930.5,3516655.5,2022,0,0,1,3,1,7,7,0,3,4,9,8,9,0,6,8,15,12
0,2253,601990.5,3516715.5,2022,0,0,1,0,6,7,2,7,3,0,5,3,12,8,2,0,11,17
5,2281,602074.5,3516700.5,2022,0,0,1,3,1,7,7,0,2,5,1,8,9,0,6,8,0,1
3,2326,602209.5,3516706.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,11,6
10,2355,602296.5,3516685.5,2022,0,0,1,3,1,7,7,0,3,4,9,8,9,0,6,8,15,12
18,2394,602413.5,3516661.5,2022,0,0,1,3,6,7,7,0,2,5,1,1,2,6,9,11,0,6
2,2415,602476.5,3516709.5,2022,1,1,2,3,1,2,6,9,8,1,10,13,5,10,15,7,13,10
1,2431,602524.5,3516712.5,2022,1,1,2,2,5,5,6,4,5,2,12,6,4,3,14,9,4,9
13,2473,602650.5,3516676.5,2022,1,1,3,2,5,5,1,2,4,10,4,2,0,14,12,6,16,7
7,2494,602713.5,3516694.5,2022,0,0,1,3,1,7,7,0,2,5,1,9,2,0,6,8,15,12
9,2540,602851.5,3516688.5,2022,2,3,0,0,6,3,2,7,10,0,5,10,13,13,10,17,12,16
4,2577,602962.5,3516703.5,2022,1,1,3,4,2,1,8,2,4,10,4,2,14,2,12,6,14,7
21,2603,603040.5,3516652.5,2022,2,3,1,0,6,3,2,7,10,0,5,3,12,13,13,10,7,0
19,2629,603118.5,3516658.5,2022,1,1,3,4,3,0,4,2,4,10,4,2,14,2,12,6,14,7
19,2652,603187.5,3516658.5,2022,1,1,2,2,5,5,1,2,4,10,4,9,0,14,7,1,16,4
24,2685,603286.5,3516643.5,2022,2,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,7,0
25,2729,603418.5,3516640.5,2022,2,3,0,1,0,3,2,7,0,6,6,10,1,13,13,10,7,0
5,2734,603433.5,3516700.5,2022,2,3,0,1,0,4,5,1,0,6,6,10,1,5,5,12,6,19
5,2770,603541.5,3516700.5,2022,2,3,0,4,3,3,5,1,0,6,6,10,1,5,5,15,6,19
22,2802,603637.5,3516649.5,2022,2,3,0,4,3,0,5,1,0,6,6,10,1,5,5,15,10,19
8,2832,603727.5,3516691.5,2022,1,1,3,2,5,5,1,2,4,10,4,2,14,2,12,6,18,11
11,2851,603784.5,3516682.5,2022,1,1,3,4,2,1,8,2,4,10,4,2,14,2,12,6,14,7
3,2903,603940.5,3516706.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,8,16,18,9
29,2915,603976.5,3516628.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,8,16,4,9
0,2949,604078.5,3516715.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,8,16,4,9
24,2996,604219.5,3516643.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,8,16,4,9
20,3015,604276.5,3516655.5,2022,0,0,1,0,3,0,4,6,2,5,1,9,2,15,9,15,10,6
7,3049,604378.5,3516694.5,2022,1,1,3,4,3,0,4,6,1,9,0,5,14,2,12,6,18,7
12,3086,604489.5,3516679.5,2022,2,3,0,1,0,4,0,8,7,8,8,0,7,11,16,12,7,5
16,3114,604573.5,3516667.5,2022,2,3,0,1,0,4,0,8,7,8,8,0,11,11,16,12,5,5
25,3137,604642.5,3516640.5,2022,1,1,3,4,2,1,8,3,9,11,2,2,14,2,12,6,14,7
2,3169,604738.5,3516709.5,2022,2,3,0,1,0,3,5,1,0,6,6,10,1,13,13,10,7,0
29,3188,604795.5,3516628.5,2022,2,3,3,4,2,1,8,3,9,11,2,7,11,9,0,14,5,13
21,3212,604867.5,3516652.5,2022,2,1,3,4,3,0,5,1,1,9,0,5,10,12,1,15,1,7
14,3259,605008.5,3516673.5,2022,2,3,3,4,3,0,5,1,0,6,6,10,1,5,5,15,6,19
27,3287,605092.5,3516634.5,2022,0,0,1,0,3,3,2,7,2,0,5,3,12,13,9,11,10,6
10,3328,605215.5,3516685.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,8,16,18,9
15,3332,605227.5,3516670.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,8,16,18,9
47,9,595258.5,3516574.5,2022,1,1,2,2,1,2,6,9,8,1,10,13,5,10,14,9,9,14
55,45,595366.5,3516550.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
38,75,595456.5,3516601.5,2022,1,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
51,114,595573.5,3516562.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,0,10,7,9,9,14
53,138,595645.5,3516556.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
46,171,595744.5,3516577.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
54,182,595777.5,3516553.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
54,224,595903.5,3516553.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
37,252,595987.5,3516604.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
35,284,596083.5,3516610.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
39,322,596197.5,3516598.5,2022,1,1,2,2,1,2,6,9,8,1,10,13,5,10,14,9,9,14
38,331,596224.5,3516601.5,2022,1,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
59,368,596335.5,3516538.5,2022,1,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
39,390,596401.5,3516598.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
56,441,596554.5,3516547.5,2022,1,1,2,2,1,2,6,9,8,1,10,13,5,10,14,9,9,14
40,479,596668.5,3516595.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
36,488,596695.5,3516607.5,2022,1,1,2,2,1,2,6,9,8,1,10,13,5,10,15,9,13,10
36,516,596779.5,3516607.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
30,559,596908.5,3516625.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
58,578,596965.5,3516541.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
32,602,597037.5,3516619.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
45,630,597121.5,3516580.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
58,672,597247.5,3516541.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
45,712,597367.5,3516580.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
43,724,597403.5,3516586.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
37,756,597499.5,3516604.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,0,10,7,1,9,14
59,803,597640.5,3516538.5,2022,1,1,2,2,5,5,1,9,8,1,10,13,0,14,7,1,16,4
44,817,597682.5,3516583.5,2022,0,0,1,3,1,2,6,9,8,1,10,13,5,0,6,8,15,12
31,863,597820.5,3516622.5,2022,0,0,1,3,1,7,7,0,3,4,9,8,9,0,6,8,15,12
30,880,597871.5,3516625.5,2022,0,0,1,3,1,7,7,0,3,4,9,8,9,0,2,8,15,12
58,913,597970.5,3516541.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,8,2,0,11,17
32,955,598096.5,3516619.5,2022,0,0,1,3,1,7,7,0,3,4,9,8,9,0,6,8,15,12
49,983,598180.5,3516568.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,10,17,12,16
54,1012,598267.5,3516553.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,8,2,0,11,17
33,1027,598312.5,3516616.5,2022,0,0,1,3,6,7,7,0,3,4,9,8,9,0,6,8,15,12
50,1058,598405.5,3516565.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,8,2,0,11,17
56,1088,598495.5,3516547.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,11,17
53,1132,598627.5,3516556.5,2022,0,0,1,0,6,7,7,0,3,0,5,3,12,8,2,0,11,17
49,1140,598651.5,3516568.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,10,6
35,1198,598825.5,3516610.5,2022,0,0,1,0,6,7,7,0,3,4,9,3,9,8,2,0,11,17
41,1209,598858.5,3516592.5,2022,0,0,1,0,6,7,7,0,3,0,5,3,12,8,2,0,11,17
33,1259,599008.5,3516616.5,2022,0,0,1,0,6,7,2,7,3,0,5,3,12,8,2,0,11,17
54,1284,599083.5,3516553.5,2022,0,0,1,0,6,7,7,0,2,5,1,1,13,6,9,11,10,6
41,1314,599173.5,3516592.5,2022,0,0,1,3,3,0,4,6,2,5,1,9,2,15,9,11,13,6
57,1338,599245.5,3516544.5,2022,0,0,1,3,1,7,7,0,3,4,9,8,9,0,6,8,15,12
40,1351,599284.5,3516595.5,2022,0,0,1,0,6,7,7,0,2,5,1,8,9,6,9,11,0,6
50,1381,599374.5,3516565.5,2022,0,0,1,3,1,7,7,0,3,4,9,8,9,0,6,8,15,12
31,1429,599518.5,3516622.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,8,2,0,11,17
53,1458,599605.5,3516556.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,11,17
40,1480,599671.5,3516595.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,6,10,17,10,6
37,1502,599737.5,3516604.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,8,2,0,11,17
51,1531,599824.5,3516562.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,8,2,0,11,17
48,1566,599929.5,3516571.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,11,10,6
32,1596,600019.5,3516619.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,6,9,11,11,6
30,1642,600157.5,3516625.5,2022,0,0,1,0,6,7,7,0,3,4,9,8,9,8,2,0,11,17
33,1652,600187.5,3516616.5,2022,0,0,1,0,6,7,7,0,3,4,9,8,9,8,2,0,11,17
56,1702,600337.5,3516547.5,2022,0,0,1,3,1,7,7,0,3,4,9,8,9,0,6,8,15,12
59,1730,600421.5,3516538.5,2022,0,0,1,0,6,7,7,0,3,4,9,1,13,6,9,11,0,1
51,1762,600517.5,3516562.5,2022,2,3,0,1,0,3,2,7,10,7,11,3,12,13,13,10,7,0
47,1779,600568.5,3516574.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,8,2,0,11,17
39,1829,600718.5,3516598.5,2022,0,0,1,3,1,2,4,0,2,5,1,9,2,0,6,11,0,1
59,1838,600745.5,3516538.5,2022,1,1,3,4,2,1,8,3,9,11,2,7,14,2,12,6,18,11
46,1882,600877.5,3516577.5,2022,0,0,1,0,6,7,2,7,2,0,5,3,12,13,9,11,10,6
37,1913,600970.5,3516604.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,7,0
39,1923,601000.5,3516598.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,7,0
30,1962,601117.5,3516625.5,2022,2,3,0,1,0,4,0,8,7,8,8,0,7,11,16,12,8,5
54,2000,601231.5,3516553.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,8,2,0,11,17
34,2035,601336.5,3516613.5,2022,2,3,0,1,0,4,5,1,0,6,6,10,1,5,5,12,6,19
48,2063,601420.5,3516571.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,11,17
32,2087,601492.5,3516619.5,2022,0,0,1,0,6,7,7,0,2,5,5,8,9,6,9,11,10,6
41,2110,601561.5,3516592.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,10,6
49,2158,601705.5,3516568.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,11,17
47,2186,601789.5,3516574.5,2022,0,0,1,3,1,7,7,0,2,5,1,1,13,6,9,11,0,1
36,2215,601876.5,3516607.5,2022,0,0,1,3,1,7,7,0,2,5,1,9,2,0,9,11,0,6
37,2229,601918.5,3516604.5,2022,0,0,1,3,6,7,7,0,3,4,9,8,9,0,6,11,15,6
40,2263,602020.5,3516595.5,2022,0,0,1,3,1,7,7,0,3,4,9,8,9,0,6,8,15,12
44,2284,602083.5,3516583.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,10,6
40,2319,602188.5,3516595.5,2022,1,1,2,2,5,5,4,2,4,10,4,2,0,14,7,1,16,4
38,2352,602287.5,3516601.5,2022,0,0,1,3,1,2,6,0,2,5,1,9,2,0,6,8,0,12
52,2376,602359.5,3516559.5,2022,2,3,0,1,0,3,2,7,10,0,5,3,12,13,13,10,7,0
46,2429,602518.5,3516577.5,2022,0,0,1,3,6,7,7,0,3,4,9,8,9,0,6,11,15,6
45,2456,602599.5,3516580.5,2022,0,0,1,0,6,3,2,7,2,0,5,1,13,6,9,11,10,6
32,2479,602668.5,3516619.5,2022,0,0,1,0,6,7,2,7,10,0,5,1,13,6,9,11,0,6
50,2513,602770.5,3516565.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,13,13,0,11,17
36,2520,602791.5,3516607.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,13,13,10,10,6
54,2577,602962.5,3516553.5,2022,0,0,1,0,3,0,4,6,2,5,6,1,13,6,9,15,10,6
50,2597,603022.5,3516565.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,13,13,10,11,6
42,2610,603061.5,3516589.5,2022,0,0,1,0,6,7,2,7,10,0,5,3,12,13,13,10,11,6
50,2662,603217.5,3516565.5,2022,0,0,1,3,1,7,4,0,2,5,1,9,2,15,9,11,0,6
44,2679,603268.5,3516583.5,2022,0,0,1,0,6,3,2,7,2,0,5,1,13,6,9,11,10,6
33,2718,603385.5,3516616.5,2022,2,3,0,0,6,3,2,7,10,6,6,10,1,13,13,10,10,0
47,2736,603439.5,3516574.5,2022,2,3,0,0,6,3,2,7,10,0,5,3,12,13,13,10,10,0
30,2766,603529.5,3516625.5,2022,0,0,1,3,1,7,7,0,2,5,1,9,2,15,9,11,0,6
59,2798,603625.5,3516538.5,2022,2,3,0,1,0,4,0,8,7,8,8,0,7,11,16,3,8,8
51,2827,603712.5,3516562.5,2022,2,3,0,1,0,4,5,1,0,6,6,10,1,5,5,12,6,5
47,2879,603868.5,3516574.5,2022,1,1,2,2,5,5,1,4,5,2,12,9,4,15,15,7,13,10
52,2890,603901.5,3516559.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,15,7,13,10
58,2920,603991.5,3516541.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,8,16,4,9
53,2957,604102.5,3516556.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,8,16,4,9
41,2999,604228.5,3516592.5,2022,1,1,3,2,5,5,1,4,5,2,12,2,14,2,8,16,18,11
30,3025,604306.5,3516625.5,2022,1,1,3,2,5,5,1,2,4,10,4,2,14,2,12,6,18,11
31,3056,604399.5,3516622.5,2022,2,3,3,4,2,1,8,3,9,11,2,7,11,9,0,14,5,13
40,3069,604438.5,3516595.5,2022,1,1,3,4,2,1,8,2,4,10,4,2,14,2,12,6,18,11
55,3100,604531.5,3516550.5,2022,2,3,0,1,0,4,0,8,7,7,11,11,8,1,3,12,6,5
45,3124,604603.5,3516580.5,2022,2,3,3,4,2,1,8,3,9,11,2,7,11,5,0,14,14,7
30,3154,604693.5,3516625.5,2022,2,3,3,4,2,1,8,3,9,11,2,7,11,9,0,14,5,13
45,3186,604789.5,3516580.5,2022,2,3,3,4,2,1,8,3,9,11,2,7,11,9,0,14,5,13
31,3218,604885.5,3516622.5,2022,1,1,3,4,2,1,8,2,4,10,4,2,14,2,12,6,18,11
59,3263,605020.5,3516538.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,0,14,7,1,18,4
31,3270,605041.5,3516622.5,2022,2,3,0,1,0,4,5,1,0,6,6,10,1,5,5,12,6,19
39,3309,605158.5,3516598.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,7,1,16,4
47,3333,605230.5,3516574.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,4,3,7,7,13,10
64,28,595315.5,3516523.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
80,47,595372.5,3516475.5,2022,1,1,2,2,5,5,1,4,5,2,12,6,0,10,7,1,16,4
87,83,595480.5,3516454.5,2022,1,1,2,2,5,5,1,2,5,10,4,6,0,14,7,1,16,4
62,105,595546.5,3516529.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
82,122,595597.5,3516469.5,2022,1,1,2,2,1,2,6,9,8,1,10,13,5,10,14,9,9,14
77,156,595699.5,3516484.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
77,180,595771.5,3516484.5,2022,1,1,2,2,5,5,1,9,4,10,4,13,0,14,7,1,16,4
80,217,595882.5,3516475.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
76,257,596002.5,3516487.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,0,10,7,1,9,14
86,276,596059.5,3516457.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
60,315,596176.5,3516535.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
65,347,596272.5,3516520.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
79,362,596317.5,3516478.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
60,417,596482.5,3516535.5,2022,0,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
89,431,596524.5,3516448.5,2022,1,1,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
80,468,596635.5,3516475.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
65,504,596743.5,3516520.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
64,514,596773.5,3516523.5,2022,1,1,2,2,5,2,6,9,8,1,10,13,5,10,14,9,9,14
65,562,596917.5,3516520.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
75,588,596995.5,3516490.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
78,607,597052.5,3516481.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
75,652,597187.5,3516490.5,2022,0,0,2,3,1,2,6,9,8,1,10,13,5,10,14,9,9,14
89,669,597238.5,3516448.5,2022,0,0,1,3,1,2,6,9,8,1,10,13,5,0,6,8,15,12
80,701,597334.5,3516475.5,2022,0,0,1,3,1,2,6,9,8,1,10,13,5,0,6,8,15,12
70,735,597436.5,3516505.5,2022,0,0,1,3,1,7,7,0,2,4,9,8,9,0,6,8,0,1
71,762,597517.5,3516502.5,2022,0,0,1,0,6,3,2,7,10,0,5,3,12,8,10,17,12,16
