row,col,x,y,year,gmm_full_k3,gmm_full_k4,gmm_full_k5,gmm_full_k6,gmm_full_k7,gmm_full_k8,gmm_full_k9,gmm_full_k10,gmm_full_k11,gmm_full_k12,gmm_full_k13,gmm_full_k14,gmm_full_k15,gmm_full_k16,gmm_full_k17,gmm_full_k18,gmm_full_k19,gmm_full_k20,gmm_diag_k3,gmm_diag_k4,gmm_diag_k5,gmm_diag_k6,gmm_diag_k7,gmm_diag_k8,gmm_diag_k9,gmm_diag_k10,gmm_diag_k11,gmm_diag_k12,gmm_diag_k13,gmm_diag_k14,gmm_diag_k15,gmm_diag_k16,gmm_diag_k17,gmm_diag_k18,gmm_diag_k19,gmm_diag_k20
878,145,595666.5,3514081.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,0,14,4,16
885,156,595699.5,3514060.5,2023,1,2,1,0,6,0,5,4,5,11,1,3,9,12,3,9,11,13,0,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
872,198,595825.5,3514099.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,1,10,4,16
882,217,595882.5,3514069.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,15,0,0,4,5,1,4,0,5,3,9,12,12,4,11,9,9,9,1
870,246,595969.5,3514105.5,2023,1,2,0,2,6,0,2,3,7,11,1,3,9,12,3,9,11,6,0,0,4,5,0,6,1,7,10,9,12,5,4,11,9,13,14,1
891,276,596059.5,3514042.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,10,8,4,13,11,1,0,14,17,19
880,311,596164.5,3514075.5,2023,1,2,0,2,1,0,2,3,9,1,11,10,11,6,8,1,0,5,0,2,4,5,0,6,7,7,8,4,7,11,9,14,7,7,17,4
892,358,596305.5,3514039.5,2023,1,2,0,2,6,0,5,4,9,1,1,10,6,6,1,10,13,6,0,2,1,0,0,6,1,3,10,11,10,1,6,6,7,7,0,1
871,362,596317.5,3514102.5,2023,1,0,1,2,1,4,0,0,4,7,11,12,11,6,8,1,17,5,0,2,3,0,0,1,6,1,6,2,5,1,6,6,7,7,0,13
899,401,596434.5,3514018.5,2023,0,0,2,5,1,4,6,5,4,7,3,5,7,10,0,5,16,0,1,0,3,1,6,6,7,7,8,10,7,6,12,3,4,8,16,17
884,441,596554.5,3514063.5,2023,1,0,2,2,1,4,6,3,4,7,3,0,14,10,0,5,0,0,1,0,4,5,6,6,7,7,8,10,7,11,12,3,4,8,16,4
882,469,596638.5,3514069.5,2023,1,0,2,2,1,4,6,3,4,7,3,0,14,4,0,5,0,0,0,0,4,5,6,6,7,7,8,4,7,11,9,14,4,8,16,4
890,498,596725.5,3514045.5,2023,1,2,0,4,6,0,2,3,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,8,6,7,11,2,13,10,8,16,4
893,512,596767.5,3514036.5,2023,1,0,0,4,4,4,2,3,7,11,3,0,14,12,0,5,10,7,0,0,4,5,6,6,7,7,8,4,7,11,9,14,9,13,14,1
878,565,596926.5,3514081.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,3,0,9,13,9,14,9,14,17,10
880,578,596965.5,3514075.5,2023,0,0,2,4,4,6,6,1,0,10,7,7,1,0,4,11,8,7,0,0,3,5,0,6,7,7,8,9,7,11,12,3,9,13,14,1
880,629,597118.5,3514075.5,2023,1,2,1,0,6,0,5,4,9,1,1,10,6,6,1,10,13,6,0,2,3,0,0,6,1,3,6,4,10,1,6,11,7,6,0,1
885,649,597178.5,3514060.5,2023,1,0,0,2,1,2,0,0,4,7,3,12,0,4,0,5,0,0,0,2,3,1,0,6,7,7,6,4,5,6,10,3,4,8,0,14
874,660,597211.5,3514093.5,2023,1,2,0,2,1,2,0,0,1,0,6,8,6,14,1,10,6,6,0,2,3,0,0,1,1,3,6,2,5,1,6,6,15,6,5,7
882,710,597361.5,3514069.5,2023,1,2,0,4,6,0,2,3,7,11,1,3,9,12,3,9,11,13,0,0,4,5,1,6,0,5,3,0,9,11,9,14,9,0,2,1
885,721,597394.5,3514060.5,2023,1,0,0,2,1,4,0,3,4,7,3,0,14,10,0,5,18,0,0,2,3,0,0,6,1,3,6,4,5,1,6,6,7,7,0,13
899,758,597505.5,3514018.5,2023,1,2,0,4,6,0,2,3,7,11,1,3,9,12,3,9,11,13,1,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
886,807,597652.5,3514057.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,13,0,0,4,5,1,4,0,5,3,0,9,12,5,0,1,0,2,10
895,810,597661.5,3514030.5,2023,1,2,1,0,6,0,5,4,5,6,1,3,9,3,16,9,11,13,0,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
871,869,597838.5,3514102.5,2023,0,0,0,4,1,4,6,3,4,7,3,12,0,4,0,5,18,7,0,2,3,0,0,6,7,7,6,4,5,3,10,6,15,13,5,14
898,892,597907.5,3514021.5,2023,1,0,0,4,4,4,2,3,7,11,3,0,14,12,3,5,0,13,1,0,4,5,6,6,7,7,8,4,7,11,9,14,9,13,16,4
871,916,597979.5,3514102.5,2023,1,0,0,4,1,0,2,3,7,11,1,3,9,12,3,9,0,13,0,0,4,5,0,6,7,7,10,4,7,11,9,14,9,14,17,1
884,951,598084.5,3514063.5,2023,1,0,0,2,1,2,0,0,9,7,11,10,11,6,8,1,17,0,0,2,3,0,0,1,1,3,6,4,10,1,6,6,7,7,0,13
886,978,598165.5,3514057.5,2023,0,0,0,4,4,4,6,0,4,0,3,12,0,14,7,5,18,7,0,2,3,1,0,6,7,7,8,10,5,6,10,3,15,13,5,14
890,1015,598276.5,3514045.5,2023,1,2,0,2,1,2,0,0,9,0,6,10,11,6,8,10,13,6,0,2,3,0,0,1,6,1,6,2,10,1,6,6,7,7,5,13
892,1026,598309.5,3514039.5,2023,0,0,2,2,1,4,0,0,4,7,3,12,0,10,8,1,17,0,0,2,3,0,0,1,6,1,2,2,5,3,10,9,11,4,1,8
870,1052,598387.5,3514105.5,2023,1,0,0,4,1,4,2,3,7,11,3,0,14,12,3,5,0,7,0,0,4,5,0,6,7,7,8,4,7,11,9,14,9,13,14,1
883,1089,598498.5,3514066.5,2023,1,0,2,2,1,2,0,0,9,1,11,12,0,10,8,1,17,0,0,2,3,1,4,0,6,1,2,2,1,3,3,9,11,4,1,8
883,1135,598636.5,3514066.5,2023,0,0,2,2,1,4,6,5,4,7,11,12,0,10,8,1,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
871,1153,598690.5,3514102.5,2023,1,2,1,0,6,0,5,4,5,11,1,3,9,12,3,9,11,13,0,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
892,1174,598753.5,3514039.5,2023,2,1,3,5,2,7,1,7,3,3,10,1,8,1,5,7,7,10,2,3,2,2,3,3,5,4,1,7,6,10,14,5,2,16,8,5
880,1201,598834.5,3514075.5,2023,0,3,4,3,3,1,3,6,10,2,9,9,12,9,13,12,15,14,1,1,0,3,5,5,4,0,7,3,3,9,8,8,14,12,12,15
886,1245,598966.5,3514057.5,2023,0,0,2,5,2,4,6,5,4,8,8,5,7,10,9,4,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
878,1264,599023.5,3514081.5,2023,1,0,0,2,1,2,0,0,9,1,11,10,11,6,8,1,13,5,0,2,3,0,0,1,6,1,6,2,5,1,6,6,7,7,0,13
893,1309,599158.5,3514036.5,2023,2,1,2,5,2,7,6,5,3,8,8,5,7,15,9,4,7,16,2,3,2,1,4,0,5,4,9,7,2,10,3,10,2,2,8,11
887,1343,599260.5,3514054.5,2023,2,1,3,1,5,7,1,7,3,3,10,1,8,1,5,7,14,10,2,3,2,2,3,3,2,2,1,7,6,10,14,5,2,16,8,5
889,1351,599284.5,3514048.5,2023,2,1,3,1,5,3,4,2,6,9,10,4,2,5,2,16,2,2,2,3,2,2,3,3,2,2,1,5,6,2,14,5,13,16,11,5
878,1382,599377.5,3514081.5,2023,2,1,3,1,5,7,1,7,3,3,10,1,8,1,5,7,14,10,2,3,2,2,3,3,2,2,1,5,6,10,14,5,2,16,8,5
893,1431,599524.5,3514036.5,2023,2,1,3,1,5,7,1,7,3,3,10,1,8,1,5,7,14,10,2,3,2,2,3,3,2,2,1,5,6,2,14,5,13,16,8,5
873,1458,599605.5,3514096.5,2023,0,0,2,2,1,2,6,5,1,0,6,12,0,14,7,13,18,18,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,7,11
880,1479,599668.5,3514075.5,2023,2,1,3,1,5,3,4,2,6,9,2,4,2,5,2,16,2,2,2,3,2,2,3,3,2,2,1,5,11,2,13,2,13,5,11,2
891,1505,599746.5,3514042.5,2023,2,1,3,1,5,3,4,2,6,9,2,4,2,5,2,16,2,2,2,3,2,2,3,3,2,2,1,5,11,2,13,2,13,5,11,2
873,1534,599833.5,3514096.5,2023,2,1,3,1,5,3,4,2,6,9,2,13,13,5,14,2,2,17,2,3,2,2,3,3,2,2,1,5,11,2,13,2,13,5,11,2
890,1575,599956.5,3514045.5,2023,1,0,2,2,1,4,6,0,4,7,3,12,0,14,7,5,18,0,0,2,3,1,4,0,6,1,6,2,5,3,10,9,15,4,5,14
879,1611,600064.5,3514078.5,2023,0,0,2,2,1,4,6,5,4,8,8,12,0,14,7,5,18,0,0,2,3,1,4,0,5,4,9,7,5,6,10,3,15,4,7,14
892,1632,600127.5,3514039.5,2023,2,1,3,1,5,7,1,7,3,3,10,1,8,1,5,7,14,10,2,3,2,2,3,3,2,2,1,5,6,2,14,5,2,16,8,5
893,1652,600187.5,3514036.5,2023,2,1,3,1,2,7,1,7,3,3,10,1,8,1,5,7,14,10,2,3,2,2,3,3,2,2,1,7,6,10,14,5,2,16,8,5
870,1686,600289.5,3514105.5,2023,0,0,2,5,2,4,6,5,4,8,8,5,7,10,9,4,17,0,2,3,3,1,4,0,5,4,9,7,2,6,10,10,4,2,7,14
890,1734,600433.5,3514045.5,2023,2,1,3,1,5,7,1,7,3,3,10,1,8,1,5,7,14,10,2,3,2,2,3,3,2,2,1,5,6,2,14,5,13,16,8,5
877,1759,600508.5,3514084.5,2023,2,1,3,1,5,3,4,2,6,9,2,13,13,5,14,2,2,17,2,3,2,2,3,3,2,2,1,5,11,2,13,2,13,5,11,2
893,1775,600556.5,3514036.5,2023,2,1,3,1,5,7,1,7,3,3,10,1,8,1,5,7,14,10,2,3,2,2,3,3,2,2,1,5,6,2,14,5,13,16,11,5
898,1816,600679.5,3514021.5,2023,0,0,2,4,4,4,6,3,4,7,3,0,14,4,0,8,0,12,1,0,4,5,6,6,7,7,8,10,7,11,12,3,4,8,16,4
875,1848,600775.5,3514090.5,2023,2,1,3,1,5,7,1,7,3,3,10,1,8,1,5,7,14,10,2,3,2,2,3,3,2,2,1,5,6,2,14,5,13,16,11,5
887,1864,600823.5,3514054.5,2023,0,0,2,4,4,4,6,3,4,7,3,0,14,4,0,8,0,12,0,0,4,5,6,6,7,7,8,4,7,11,9,14,4,8,16,4
877,1895,600916.5,3514084.5,2023,2,1,2,5,2,7,1,5,3,8,8,5,7,15,9,4,7,16,2,3,2,1,4,0,5,4,9,7,2,10,3,10,2,2,8,11
883,1925,601006.5,3514066.5,2023,0,0,2,5,4,4,6,5,4,10,7,5,7,15,9,4,8,16,1,1,0,1,6,0,5,4,9,10,2,6,12,3,4,8,7,17
880,1961,601114.5,3514075.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,11,3,0,0,4,4,1,4,0,5,10,4,4,13,9,14,0,14,17,4
884,1984,601183.5,3514063.5,2023,1,2,0,4,4,6,2,9,10,2,5,9,12,9,13,17,5,15,1,1,0,3,6,7,8,8,5,6,0,0,2,13,10,11,15,9
886,2017,601282.5,3514057.5,2023,0,0,4,5,4,6,8,1,0,10,7,7,1,0,4,11,8,19,1,1,0,3,6,7,8,8,5,6,0,0,2,13,10,11,15,9
874,2064,601423.5,3514093.5,2023,2,1,4,5,2,6,8,1,0,10,7,7,1,0,4,11,8,19,1,1,0,3,5,7,8,8,5,6,0,0,2,13,10,11,15,9
899,2093,601510.5,3514018.5,2023,0,0,4,5,4,6,8,1,0,10,7,7,1,0,4,11,8,19,1,1,0,3,5,7,8,8,5,6,0,0,2,13,10,11,15,9
895,2122,601597.5,3514030.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,1,0,3,6,7,8,8,5,6,0,0,2,13,10,11,15,9
895,2138,601645.5,3514030.5,2023,1,0,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,1,4,5,6,7,8,8,5,6,0,0,2,13,10,11,15,9
878,2178,601765.5,3514081.5,2023,1,0,0,4,4,6,2,3,7,11,1,3,9,12,3,9,11,13,1,1,4,5,6,7,8,8,5,6,0,0,2,13,10,11,15,9
882,2198,601825.5,3514069.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,1,4,5,6,7,8,8,5,6,0,0,2,13,10,11,15,9
885,2227,601912.5,3514060.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,1,0,5,6,7,8,8,5,6,0,0,2,13,10,11,15,9
870,2271,602044.5,3514105.5,2023,1,0,0,4,4,6,2,1,7,11,7,3,9,12,3,9,11,13,1,1,0,5,6,7,8,8,5,6,0,0,2,13,10,11,15,9
870,2291,602104.5,3514105.5,2023,1,0,0,4,4,6,8,1,0,10,7,7,1,0,4,11,8,19,1,1,0,3,6,7,8,8,5,6,0,0,2,13,10,11,15,9
870,2335,602236.5,3514105.5,2023,0,0,0,4,4,6,2,9,7,11,5,3,12,9,13,17,5,15,1,0,4,5,6,7,8,0,5,6,0,9,2,8,12,13,14,18
877,2366,602329.5,3514084.5,2023,0,3,4,3,3,1,3,6,2,4,4,6,4,7,15,14,4,11,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,3,6,6
873,2382,602377.5,3514096.5,2023,0,0,4,4,4,6,8,1,0,10,7,7,1,0,4,11,5,19,1,1,0,3,5,7,8,8,5,6,0,0,2,8,10,11,15,9
892,2426,602509.5,3514039.5,2023,1,2,0,0,6,0,2,4,7,11,1,3,9,12,3,9,11,13,1,0,4,5,1,4,0,5,3,0,9,12,5,0,1,0,2,10
895,2440,602551.5,3514030.5,2023,1,0,0,4,4,6,2,1,7,10,7,7,1,12,4,11,8,19,1,1,0,3,6,7,8,8,5,6,0,0,2,13,10,11,15,9
882,2463,602620.5,3514069.5,2023,1,0,0,4,6,6,2,9,7,11,1,3,9,12,3,17,11,15,1,0,4,5,6,7,8,8,3,0,0,12,2,0,14,9,13,3
874,2511,602764.5,3514093.5,2023,1,2,0,0,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,3,0,9,12,5,0,5,0,2,10
871,2537,602842.5,3514102.5,2023,1,0,0,4,4,6,2,3,7,11,7,0,14,12,3,8,8,7,1,0,4,5,6,7,8,7,8,6,7,11,12,13,5,11,16,18
895,2563,602920.5,3514030.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
886,2590,603001.5,3514057.5,2023,1,0,0,4,6,0,2,9,7,11,3,0,14,4,0,8,10,7,1,0,4,5,6,6,7,7,8,9,7,11,12,14,9,13,14,18
874,2631,603124.5,3514093.5,2023,1,2,0,2,6,0,2,3,7,11,1,0,9,12,3,9,11,7,0,0,4,5,0,6,7,7,8,9,12,5,4,11,9,13,14,1
882,2641,603154.5,3514069.5,2023,1,0,0,2,1,2,2,0,7,11,6,12,9,14,3,5,18,6,0,2,3,0,0,6,1,3,6,9,12,5,4,11,15,6,5,7
874,2692,603307.5,3514093.5,2023,1,0,0,2,1,2,0,0,1,0,6,8,6,14,13,10,6,6,0,2,3,0,0,1,1,3,6,9,12,5,4,11,16,6,9,7
877,2729,603418.5,3514084.5,2023,1,0,2,2,1,2,0,0,1,0,6,12,0,10,7,5,18,0,0,2,3,1,4,0,6,1,9,2,5,3,10,9,15,4,5,14
881,2746,603469.5,3514072.5,2023,0,0,2,2,1,2,0,0,1,0,6,12,0,10,7,13,17,0,0,2,3,1,4,1,6,1,2,2,1,3,10,9,11,4,1,8
888,2774,603553.5,3514051.5,2023,1,2,0,2,1,2,0,0,9,0,6,8,6,13,1,10,6,6,0,2,3,0,0,1,1,3,6,2,5,1,6,6,15,7,5,13
877,2792,603607.5,3514084.5,2023,1,2,1,2,1,0,5,4,9,1,11,10,11,6,1,1,13,5,0,2,3,0,0,1,1,3,6,11,10,1,6,6,7,7,0,13
890,2835,603736.5,3514045.5,2023,1,0,2,2,1,2,0,0,9,7,11,10,14,14,8,10,6,6,0,2,3,1,4,0,7,4,6,10,5,6,10,3,4,8,7,14
890,2861,603814.5,3514045.5,2023,1,2,1,2,1,2,0,0,9,1,11,10,11,6,1,1,13,5,0,2,3,0,0,1,1,1,6,4,5,1,6,6,7,7,0,13
890,2894,603913.5,3514045.5,2023,1,2,1,2,1,2,0,0,1,0,6,8,6,13,11,6,9,9,0,2,3,0,0,1,6,1,2,2,1,8,0,12,8,17,18,0
886,2928,604015.5,3514057.5,2023,0,3,4,3,3,1,3,6,2,4,9,6,5,8,10,14,15,8,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,3,6,6
872,2953,604090.5,3514099.5,2023,0,0,2,4,4,4,8,3,4,7,3,0,14,4,0,8,10,7,1,1,4,5,6,7,8,0,8,6,0,9,12,13,12,11,12,17
876,2976,604159.5,3514087.5,2023,0,3,4,3,3,1,3,6,10,4,9,5,5,8,12,0,16,4,1,1,0,3,5,5,4,0,7,3,3,9,12,4,12,12,12,17
871,3016,604279.5,3514102.5,2023,0,0,2,4,4,4,6,5,4,7,3,5,14,4,12,0,16,4,1,1,0,3,6,7,8,0,5,6,0,9,12,13,12,12,12,17
884,3048,604375.5,3514063.5,2023,0,0,2,4,4,4,6,5,4,7,3,0,14,4,0,8,10,12,0,0,4,5,6,6,7,7,8,4,7,11,9,14,9,13,14,1
885,3076,604459.5,3514060.5,2023,0,3,4,3,3,1,8,6,10,7,9,5,5,8,12,0,16,4,2,1,0,1,4,0,5,4,9,7,2,10,3,3,12,12,12,11
877,3090,604501.5,3514084.5,2023,0,3,4,3,3,1,3,6,2,4,9,6,5,8,15,14,15,8,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,3,6,6
893,3122,604597.5,3514036.5,2023,0,0,2,4,4,4,6,3,4,7,3,0,14,4,0,8,10,12,1,0,4,5,6,6,7,7,8,10,7,11,12,14,9,13,14,18
873,3153,604690.5,3514096.5,2023,0,3,4,3,3,1,3,6,2,4,9,6,5,8,12,0,15,4,1,1,0,3,5,5,4,0,7,3,3,9,8,4,3,12,12,15
894,3190,604801.5,3514033.5,2023,0,3,4,3,3,2,0,6,10,2,9,9,5,8,12,0,15,4,1,0,4,5,6,6,7,7,8,10,7,11,12,3,12,13,14,17
883,3233,604930.5,3514066.5,2023,0,0,2,3,1,4,6,5,4,7,3,5,14,4,12,0,16,4,1,1,3,1,6,6,7,7,8,10,7,6,12,3,4,8,7,17
895,3269,605038.5,3514030.5,2023,0,3,4,3,3,1,3,6,2,4,9,5,5,8,12,0,16,4,1,1,0,3,5,5,4,0,7,3,3,9,12,4,12,12,12,17
883,3299,605128.5,3514066.5,2023,0,3,4,3,3,1,3,6,2,4,4,6,4,7,15,14,4,11,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,3,6,6
890,3318,605185.5,3514045.5,2023,0,3,4,3,3,1,3,6,2,4,4,6,4,7,15,14,4,11,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,3,6,6
895,3330,605221.5,3514030.5,2023,0,3,4,3,3,1,3,6,2,4,4,6,4,7,15,14,4,11,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,3,6,6
925,3,595240.5,3513940.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,0,10,4,16
910,52,595387.5,3513985.5,2023,1,2,1,2,1,0,5,4,9,1,11,10,11,6,8,1,13,5,0,2,1,0,0,1,1,3,6,11,10,1,6,6,7,7,0,13
919,87,595492.5,3513958.5,2023,1,2,1,0,0,5,5,4,9,1,12,10,11,11,1,3,13,5,0,2,1,0,0,2,1,3,10,11,10,1,11,1,7,1,10,19
916,95,595516.5,3513967.5,2023,1,2,1,2,6,0,2,4,9,1,11,10,11,6,8,1,13,5,0,0,4,5,1,6,0,7,10,4,7,11,9,14,9,14,17,4
917,120,595591.5,3513964.5,2023,1,2,1,0,6,0,5,4,5,6,1,11,10,3,16,9,11,13,0,0,1,4,1,2,1,3,10,8,12,5,11,1,16,14,17,1
908,155,595696.5,3513991.5,2023,0,0,4,3,3,6,8,1,0,10,7,7,1,0,13,17,5,14,1,0,4,5,6,6,7,0,8,9,12,9,4,8,14,9,13,3
908,209,595858.5,3513991.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,0,10,4,16
904,229,595918.5,3514003.5,2023,1,2,1,0,6,0,5,4,5,6,1,11,10,3,16,9,11,13,0,0,4,5,1,4,0,5,10,4,4,11,9,14,9,14,17,4
920,242,595957.5,3513955.5,2023,1,2,1,0,6,0,5,4,7,11,1,3,9,12,3,9,11,13,0,0,4,5,1,6,0,5,10,9,12,5,4,14,9,14,17,1
909,287,596092.5,3513988.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,4,1,4,0,5,3,0,9,12,5,15,1,10,4,16
917,309,596158.5,3513964.5,2023,1,2,0,4,6,0,2,3,7,11,1,3,9,12,3,9,11,13,0,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
910,342,596257.5,3513985.5,2023,1,0,0,4,4,0,2,3,7,11,1,0,9,12,3,5,10,7,0,0,4,5,6,6,7,7,8,10,7,11,9,14,9,13,14,17
910,378,596365.5,3513985.5,2023,1,0,0,2,6,0,2,3,7,11,1,0,9,12,3,5,0,13,0,0,4,5,6,6,7,7,8,4,7,11,9,14,9,14,17,4
916,392,596407.5,3513967.5,2023,1,0,0,2,1,4,2,3,4,7,3,0,14,4,0,5,0,12,0,0,4,5,6,6,7,7,8,4,7,11,9,14,4,8,16,4
927,442,596557.5,3513934.5,2023,1,2,0,2,6,0,2,3,7,11,1,3,9,12,3,9,11,13,0,0,4,5,1,6,1,3,10,4,12,11,9,14,9,14,17,1
901,461,596614.5,3514012.5,2023,1,0,0,4,4,0,2,3,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,7,7,8,10,7,11,9,14,4,8,16,4
915,501,596734.5,3513970.5,2023,0,0,0,4,1,4,6,0,4,7,3,12,0,4,0,5,18,7,0,0,4,5,6,6,7,7,8,4,7,11,9,14,9,13,14,4
903,516,596779.5,3514006.5,2023,1,0,0,4,1,4,2,3,7,7,3,0,14,4,0,5,0,7,0,0,4,5,6,6,7,7,8,4,7,11,9,14,9,8,16,4
926,549,596878.5,3513937.5,2023,1,0,0,4,1,4,6,3,4,7,3,0,14,4,0,5,0,0,0,0,3,1,6,6,7,7,8,10,7,6,12,3,4,8,16,4
901,573,596950.5,3514012.5,2023,1,2,0,2,1,0,0,4,9,1,11,10,11,6,1,10,13,5,0,2,3,0,0,1,1,3,6,4,10,1,6,6,7,7,0,13
907,604,597043.5,3513994.5,2023,1,2,1,0,6,0,2,4,7,11,1,3,9,6,3,9,11,13,0,0,4,5,1,6,1,3,10,4,7,11,9,14,9,14,17,4
910,642,597157.5,3513985.5,2023,1,2,0,2,1,0,0,0,9,1,11,10,11,6,8,5,13,5,0,2,3,0,0,1,1,3,6,4,10,1,6,6,7,7,0,13
909,686,597289.5,3513988.5,2023,1,0,0,4,1,0,2,3,7,11,1,0,9,12,3,9,0,13,0,0,4,5,6,6,7,7,8,4,7,11,9,14,9,14,17,4
929,693,597310.5,3513928.5,2023,1,0,0,4,4,4,2,3,7,11,3,0,14,12,4,5,10,7,1,0,4,5,6,6,7,7,8,9,7,11,12,8,9,13,14,18
901,739,597448.5,3514012.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,3,0,9,12,5,15,5,0,2,10
920,761,597514.5,3513955.5,2023,1,0,0,4,4,4,2,3,7,11,1,0,9,12,3,9,11,7,0,0,4,5,0,6,7,7,8,4,7,11,9,14,9,14,17,1
906,790,597601.5,3513997.5,2023,1,0,0,4,6,0,2,3,7,11,1,3,9,12,3,9,11,13,0,0,4,5,6,6,0,5,3,9,9,11,5,0,9,0,14,18
905,835,597736.5,3514000.5,2023,1,0,0,2,1,2,0,0,1,0,6,12,0,14,7,10,18,6,0,2,3,0,0,1,1,3,6,11,10,1,6,6,7,7,0,13
911,850,597781.5,3513982.5,2023,1,0,0,4,1,0,2,3,7,11,11,0,14,12,8,8,0,13,0,0,4,5,6,6,7,7,8,4,7,11,9,14,4,8,16,4
915,886,597889.5,3513970.5,2023,1,0,0,4,1,4,2,3,7,11,1,0,14,12,3,8,0,13,0,0,4,5,6,6,7,7,8,4,7,11,9,14,9,14,17,4
929,907,597952.5,3513928.5,2023,0,0,2,4,4,4,6,3,4,7,3,0,14,4,0,8,0,12,1,0,4,5,6,6,7,7,8,4,7,11,9,14,4,8,16,4
916,951,598084.5,3513967.5,2023,1,2,0,2,6,0,2,3,7,11,1,3,9,12,3,9,11,13,0,0,4,5,0,6,7,7,10,4,12,11,9,14,9,14,17,1
922,965,598126.5,3513949.5,2023,0,0,2,5,2,7,6,5,1,8,8,12,7,10,9,13,18,18,2,3,3,1,4,0,5,4,9,7,2,6,3,10,11,2,7,11
908,1013,598270.5,3513991.5,2023,0,0,2,2,1,4,6,5,4,7,3,12,0,10,7,1,17,0,0,2,3,1,4,0,5,4,9,2,5,6,10,10,11,2,7,14
920,1048,598375.5,3513955.5,2023,0,0,2,2,1,4,6,5,4,7,3,12,0,10,8,1,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
911,1067,598432.5,3513982.5,2023,0,0,2,4,4,4,6,3,4,7,3,0,14,10,0,8,0,0,0,2,3,1,4,0,5,7,9,4,5,6,10,3,4,7,0,14
903,1094,598513.5,3514006.5,2023,0,0,2,2,1,2,0,5,1,8,8,12,0,10,9,4,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
927,1119,598588.5,3513934.5,2023,0,0,2,2,1,4,6,5,4,7,11,12,0,10,8,1,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
929,1165,598726.5,3513928.5,2023,2,1,3,1,5,3,4,2,6,9,2,4,2,5,2,16,2,2,2,3,2,2,3,3,2,2,1,5,11,2,13,2,13,5,11,2
923,1189,598798.5,3513946.5,2023,2,1,3,1,5,3,4,2,6,9,2,13,13,5,14,2,2,17,2,3,2,2,3,3,2,2,1,5,11,2,13,2,13,5,11,2
904,1207,598852.5,3514003.5,2023,0,0,2,5,2,4,6,5,1,8,8,12,7,10,9,4,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
914,1257,599002.5,3513973.5,2023,2,1,3,5,2,7,1,7,3,8,8,1,8,1,9,4,7,10,2,3,2,1,4,0,5,4,9,7,6,10,14,5,2,16,8,5
