row,col,x,y,year,gmm_full_k3,gmm_full_k4,gmm_full_k5,gmm_full_k6,gmm_full_k7,gmm_full_k8,gmm_full_k9,gmm_full_k10,gmm_full_k11,gmm_full_k12,gmm_full_k13,gmm_full_k14,gmm_full_k15,gmm_full_k16,gmm_full_k17,gmm_full_k18,gmm_full_k19,gmm_full_k20,gmm_diag_k3,gmm_diag_k4,gmm_diag_k5,gmm_diag_k6,gmm_diag_k7,gmm_diag_k8,gmm_diag_k9,gmm_diag_k10,gmm_diag_k11,gmm_diag_k12,gmm_diag_k13,gmm_diag_k14,gmm_diag_k15,gmm_diag_k16,gmm_diag_k17,gmm_diag_k18,gmm_diag_k19,gmm_diag_k20
1347,488,596695.5,3512674.5,2023,1,2,0,2,6,0,5,4,9,11,1,10,9,6,1,9,13,13,0,2,1,4,0,2,1,3,10,11,12,5,11,1,16,14,9,1
1340,532,596827.5,3512695.5,2023,1,2,0,4,6,0,2,4,7,11,1,3,9,12,3,9,11,13,0,0,4,4,1,4,0,5,0,8,9,13,1,15,1,10,4,16
1321,544,596863.5,3512752.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,1,3,13,3,0,2,1,4,2,2,1,3,10,11,10,4,11,1,16,1,10,19
1340,570,596941.5,3512695.5,2023,1,0,2,2,1,2,0,0,1,0,6,12,0,14,7,13,18,18,0,2,3,1,4,1,6,1,2,2,5,3,10,9,15,4,5,14
1326,601,597034.5,3512737.5,2023,1,2,0,2,1,0,0,4,9,1,11,10,11,6,8,1,13,5,0,2,1,0,0,2,1,3,10,11,10,1,11,1,7,1,10,19
1322,644,597163.5,3512749.5,2023,2,1,3,5,2,7,1,7,3,8,8,1,8,15,5,7,7,16,2,3,3,1,4,0,5,4,9,7,2,10,3,10,2,2,7,11
1342,677,597262.5,3512689.5,2023,0,0,2,5,2,4,6,5,4,8,8,5,7,10,9,4,16,0,2,3,3,1,4,0,5,4,9,7,2,6,10,3,4,2,7,14
1331,692,597307.5,3512722.5,2023,2,1,3,5,2,7,1,7,3,8,8,5,7,15,9,4,7,16,2,3,2,1,4,0,5,4,9,7,2,10,3,10,2,2,8,11
1346,721,597394.5,3512677.5,2023,0,0,2,5,2,4,6,5,4,8,8,12,7,10,9,4,17,0,2,3,3,1,4,0,5,4,9,7,2,6,10,10,4,2,7,11
1322,766,597529.5,3512749.5,2023,1,0,0,4,1,4,2,3,7,7,3,0,14,4,0,8,0,12,0,0,4,5,0,6,7,7,8,4,7,11,9,14,4,8,16,4
1333,785,597586.5,3512716.5,2023,1,0,2,2,1,4,6,3,4,7,3,0,14,10,0,5,17,0,0,2,3,1,6,6,7,7,8,10,7,6,12,3,4,8,7,4
1327,812,597667.5,3512734.5,2023,0,0,2,2,1,4,6,5,4,7,3,12,0,10,7,5,17,0,2,2,3,1,4,0,5,4,9,7,5,6,10,3,4,2,7,14
1336,852,597787.5,3512707.5,2023,0,0,2,5,1,4,6,5,4,8,8,12,7,10,9,4,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,2,2,7,11
1326,898,597925.5,3512737.5,2023,0,0,2,5,2,4,6,5,4,8,8,5,7,15,9,4,16,16,2,1,0,1,4,0,5,4,9,10,2,6,12,3,4,8,7,17
1344,913,597970.5,3512683.5,2023,1,0,0,2,1,2,0,0,7,7,3,12,0,14,0,5,18,7,0,2,3,1,0,6,7,7,6,4,5,6,10,3,15,7,0,14
1346,932,598027.5,3512677.5,2023,0,0,2,5,1,4,6,5,4,7,3,5,7,10,9,4,17,0,2,3,3,1,4,0,5,4,9,10,2,6,3,3,4,2,7,11
1330,965,598126.5,3512725.5,2023,0,0,0,4,4,4,6,5,4,7,3,12,0,4,0,4,18,7,0,1,3,1,4,0,5,4,9,10,2,6,10,3,4,8,7,14
1323,1017,598282.5,3512746.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,6,7,7,8,10,7,11,12,14,4,8,16,4
1324,1048,598375.5,3512743.5,2023,1,2,1,0,6,0,5,4,5,6,12,10,10,3,8,3,13,5,0,0,4,5,0,6,7,7,8,4,7,11,9,14,9,14,17,4
1332,1061,598414.5,3512719.5,2023,0,0,2,4,4,4,6,5,4,7,3,12,0,10,0,8,17,0,0,2,3,1,0,6,7,7,6,4,5,6,10,3,4,7,0,14
1331,1098,598525.5,3512722.5,2023,1,2,0,2,1,0,0,4,9,1,11,10,11,6,8,1,13,5,0,2,1,4,0,6,1,3,10,4,10,1,9,14,7,14,17,4
1339,1132,598627.5,3512698.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,3,0,9,13,9,14,5,0,17,10
1332,1144,598663.5,3512719.5,2023,1,2,1,0,6,0,5,4,5,6,1,11,10,3,16,3,3,3,1,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
1343,1175,598756.5,3512686.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,3,0,9,12,5,0,1,0,2,10
1321,1212,598867.5,3512752.5,2023,1,2,1,0,6,0,5,4,5,6,1,11,10,3,16,3,3,3,1,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
1344,1254,598993.5,3512683.5,2023,1,2,1,0,6,0,5,4,5,11,1,3,9,12,3,9,11,13,1,0,4,5,1,7,8,8,3,0,9,12,5,0,5,0,2,10
1330,1282,599077.5,3512725.5,2023,1,2,0,0,6,0,5,4,5,11,1,3,9,3,3,9,11,13,1,0,4,5,6,7,8,8,3,0,9,12,5,0,5,0,2,10
1328,1304,599143.5,3512731.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,1,4,5,6,7,8,8,5,6,0,0,2,0,14,9,13,3
1329,1320,599191.5,3512728.5,2023,1,0,0,4,4,6,2,3,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,5,6,0,0,2,13,5,11,15,18
1322,1352,599287.5,3512749.5,2023,1,0,0,4,4,0,2,3,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,5,6,0,0,2,0,5,11,15,9
1340,1383,599380.5,3512695.5,2023,1,2,0,2,1,2,0,0,1,2,5,9,12,9,13,10,6,6,0,2,1,0,2,2,3,6,4,1,8,8,7,7,14,15,3,12
1325,1420,599491.5,3512740.5,2023,1,0,0,4,6,0,2,9,7,11,1,3,9,12,3,17,11,15,1,0,4,5,1,4,0,5,3,0,9,12,5,8,14,9,2,3
1328,1446,599569.5,3512731.5,2023,1,2,0,0,6,0,2,9,7,11,1,8,9,3,3,9,6,15,0,0,4,5,6,6,0,5,3,9,12,11,4,14,9,13,14,1
1336,1486,599689.5,3512707.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,3,0,9,12,5,15,1,10,2,10
1342,1524,599803.5,3512689.5,2023,1,2,1,0,6,0,5,4,5,6,1,11,10,3,16,3,3,15,0,0,4,5,1,4,0,5,3,0,9,12,5,15,1,9,2,3
1341,1558,599905.5,3512692.5,2023,1,2,1,0,6,0,5,4,5,6,1,3,9,3,16,9,11,15,0,0,4,4,1,4,0,5,0,8,9,13,1,15,1,10,4,3
1327,1571,599944.5,3512734.5,2023,1,2,1,0,6,0,5,4,5,6,1,11,9,3,16,9,3,13,0,0,4,4,1,4,0,5,3,0,9,12,5,15,1,10,4,3
1321,1594,600013.5,3512752.5,2023,0,3,4,3,3,1,0,9,10,2,5,9,12,9,13,17,5,14,1,1,0,3,6,7,8,8,5,6,0,0,2,8,14,9,13,15
1328,1633,600130.5,3512731.5,2023,0,3,0,4,3,6,8,9,10,2,5,9,12,9,13,17,5,14,1,0,4,5,6,7,8,0,5,9,0,9,2,8,14,9,13,3
1328,1676,600259.5,3512731.5,2023,0,3,4,3,3,6,8,1,0,10,7,7,1,0,12,17,5,14,1,1,0,3,5,5,4,0,7,3,3,9,12,8,12,12,12,17
1348,1706,600349.5,3512671.5,2023,0,3,0,4,4,6,8,9,0,10,7,7,1,0,4,17,5,19,1,0,4,5,6,7,8,8,5,6,0,0,2,8,10,11,15,18
1329,1723,600400.5,3512728.5,2023,0,0,4,5,2,6,8,1,0,10,7,7,1,0,4,11,5,19,1,1,0,3,5,7,8,8,5,6,0,0,2,13,10,11,15,9
1324,1765,600526.5,3512743.5,2023,1,0,0,4,6,6,2,9,7,11,1,3,9,12,3,17,11,15,1,0,4,5,6,7,8,8,5,9,0,9,2,8,14,9,14,18
1337,1771,600544.5,3512704.5,2023,0,0,0,4,4,6,8,9,10,2,5,9,12,9,13,17,5,14,1,1,0,5,6,7,8,0,5,6,0,9,2,8,14,9,13,3
1339,1821,600694.5,3512698.5,2023,0,3,4,3,3,6,8,1,0,10,7,7,1,0,12,0,5,4,1,1,0,3,6,5,4,0,7,10,3,9,12,8,12,12,12,17
1345,1834,600733.5,3512680.5,2023,0,3,0,4,3,6,8,9,0,10,7,7,1,9,13,17,5,14,1,1,4,5,6,7,8,8,5,6,0,0,2,13,10,11,15,9
1322,1889,600898.5,3512749.5,2023,0,0,4,4,4,6,8,1,0,10,7,7,1,0,12,17,5,4,1,1,0,3,6,7,8,8,5,6,0,0,2,8,10,11,15,9
1348,1916,600979.5,3512671.5,2023,1,2,0,4,6,6,8,9,10,2,5,9,12,9,13,17,5,15,0,0,4,4,1,4,0,5,3,8,12,9,4,15,14,9,13,3
1338,1938,601045.5,3512701.5,2023,1,2,1,0,0,5,5,8,5,6,12,11,10,3,16,3,12,15,0,0,1,4,1,4,3,5,0,8,4,13,1,15,0,15,9,3
1337,1956,601099.5,3512704.5,2023,1,0,0,4,1,2,0,0,1,0,5,9,12,9,13,10,6,6,0,0,4,5,6,6,7,0,8,9,12,5,4,11,9,9,9,3
1339,1982,601177.5,3512698.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,15,1,0,4,5,6,7,8,0,3,9,12,12,4,8,9,9,14,3
1340,2031,601324.5,3512695.5,2023,1,0,0,4,4,0,2,9,7,11,1,0,9,4,3,17,10,7,1,1,4,5,6,7,8,0,5,6,0,9,12,8,12,13,14,18
1348,2062,601417.5,3512671.5,2023,0,3,4,3,3,1,3,6,10,2,5,9,12,9,13,0,5,14,1,1,0,3,5,5,4,9,5,6,0,0,2,13,10,11,15,15
1340,2077,601462.5,3512695.5,2023,0,3,4,3,3,1,3,6,2,4,4,6,4,7,15,14,4,11,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,3,6,6
1346,2126,601609.5,3512677.5,2023,1,2,1,0,6,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,4,1,4,0,5,0,0,9,13,1,15,1,10,4,16
1341,2148,601675.5,3512692.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,4,1,4,0,5,0,0,9,13,1,15,1,10,4,16
1343,2187,601792.5,3512686.5,2023,1,0,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,5,6,0,0,2,13,10,11,15,18
1337,2219,601888.5,3512704.5,2023,1,0,0,4,6,0,2,3,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,3,0,9,12,5,0,5,0,2,18
1340,2222,601897.5,3512695.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,3,0,9,12,5,0,5,0,2,18
1329,2275,602056.5,3512728.5,2023,1,0,0,4,4,6,2,3,7,11,3,0,14,12,3,8,0,12,1,0,4,5,6,7,8,8,5,6,0,0,2,0,5,11,15,18
1346,2307,602152.5,3512677.5,2023,1,2,1,0,6,0,5,4,5,6,1,11,10,3,16,9,11,13,1,0,4,5,1,4,0,5,3,0,9,12,5,0,1,0,2,10
1346,2329,602218.5,3512677.5,2023,1,2,0,0,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,3,0,9,12,5,0,5,0,2,18
1338,2349,602278.5,3512701.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,4,1,4,0,5,0,8,4,13,1,15,1,10,4,16
1332,2390,602401.5,3512719.5,2023,1,2,0,0,6,0,2,4,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,0,8,3,0,9,12,5,0,5,0,2,10
1342,2427,602512.5,3512689.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,1,10,4,16
1325,2439,602548.5,3512740.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,4,1,4,0,5,0,8,4,13,1,15,1,10,4,16
1342,2489,602698.5,3512689.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,3,0,9,12,5,15,1,10,2,10
1349,2499,602728.5,3512668.5,2023,1,2,1,0,6,0,5,4,5,6,1,3,9,3,16,9,11,13,1,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
1345,2538,602845.5,3512680.5,2023,1,2,0,2,6,0,2,3,7,11,1,3,9,12,3,9,11,13,0,0,4,5,0,6,7,7,10,9,12,11,9,14,9,14,17,1
1343,2576,602959.5,3512686.5,2023,0,3,4,3,4,6,8,1,10,2,7,9,5,0,12,0,5,4,1,1,0,3,5,5,4,0,7,3,3,9,12,8,12,12,12,17
1342,2592,603007.5,3512689.5,2023,1,2,0,2,1,2,0,9,10,2,5,9,14,4,13,10,6,7,1,0,4,5,6,6,7,7,8,10,7,11,12,8,12,13,14,17
1340,2623,603100.5,3512695.5,2023,0,0,4,4,4,6,8,9,10,2,9,9,14,4,12,0,16,4,1,1,0,3,6,5,7,0,8,10,0,9,12,8,12,12,12,17
1347,2641,603154.5,3512674.5,2023,1,2,1,2,6,0,5,4,9,1,11,10,11,6,8,1,13,5,0,0,4,5,0,6,7,7,10,9,12,11,9,14,9,14,17,1
1329,2688,603295.5,3512728.5,2023,1,0,0,4,6,0,2,3,7,11,1,3,9,12,3,9,10,7,1,0,4,5,6,6,7,7,8,10,7,11,12,14,9,13,14,18
1336,2707,603352.5,3512707.5,2023,0,0,2,4,4,4,8,3,4,7,3,0,14,4,0,8,10,7,1,1,0,5,6,7,8,0,5,6,0,9,12,13,12,11,15,17
1344,2739,603448.5,3512683.5,2023,0,3,4,3,3,1,3,6,2,4,9,6,5,8,12,0,15,4,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,12,12,15
1335,2763,603520.5,3512710.5,2023,0,3,4,3,3,1,3,6,2,4,4,6,4,7,15,14,4,11,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,3,6,15
1349,2819,603688.5,3512668.5,2023,0,0,0,4,4,6,8,9,10,10,7,9,1,0,13,17,10,7,1,1,4,5,6,7,8,8,5,6,0,0,2,8,10,11,15,18
1335,2824,603703.5,3512710.5,2023,0,0,0,4,6,6,8,9,10,2,5,9,12,9,13,17,5,15,1,1,0,3,6,7,8,8,5,6,0,0,2,8,14,9,13,3
1338,2877,603862.5,3512701.5,2023,0,3,4,3,3,6,8,9,10,2,5,9,12,9,13,17,5,14,1,1,0,3,5,7,8,8,5,6,0,9,2,8,14,9,13,3
1349,2905,603946.5,3512668.5,2023,0,3,4,3,3,1,3,6,2,4,9,6,5,8,10,12,15,8,1,1,0,3,5,5,4,9,7,3,3,7,8,4,3,3,6,6
1341,2939,604048.5,3512692.5,2023,0,3,4,4,4,6,8,9,10,2,5,9,12,9,12,0,5,4,1,1,0,3,5,5,4,0,5,6,0,9,2,8,12,12,12,15
1330,2965,604126.5,3512725.5,2023,0,3,4,3,3,1,3,6,10,2,5,9,12,9,10,12,5,14,1,1,0,3,5,5,4,0,7,3,3,9,8,8,12,12,12,15
1345,2973,604150.5,3512680.5,2023,0,3,4,3,3,1,3,6,10,2,9,9,5,9,12,0,15,14,1,1,0,3,5,5,4,0,7,3,3,9,8,8,12,12,12,15
1323,3026,604309.5,3512746.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,7,1,0,4,5,6,7,8,8,8,6,0,11,12,8,12,13,14,18
1348,3039,604348.5,3512671.5,2023,1,0,0,4,4,6,8,1,7,11,1,3,9,12,12,17,10,4,1,1,0,5,6,7,7,0,8,10,7,9,12,8,12,12,12,17
1325,3070,604441.5,3512740.5,2023,1,0,0,4,4,0,2,3,7,11,1,3,9,12,3,9,0,13,1,0,4,5,6,6,7,7,8,10,7,11,9,14,4,8,16,4
1332,3093,604510.5,3512719.5,2023,1,0,0,4,4,6,2,3,7,11,1,3,9,12,3,9,8,13,1,0,4,5,6,6,7,7,8,10,7,11,12,3,4,8,16,4
1334,3130,604621.5,3512713.5,2023,1,0,0,4,4,6,8,1,10,2,5,9,12,9,13,17,6,6,1,0,4,5,6,6,7,7,8,9,7,11,12,14,9,13,14,17
1338,3178,604765.5,3512701.5,2023,0,0,2,4,4,4,6,5,4,7,3,12,14,4,0,8,16,12,1,1,3,1,6,6,7,7,8,10,7,6,12,3,4,8,7,17
1320,3188,604795.5,3512755.5,2023,0,0,2,4,4,4,6,5,4,7,3,0,14,4,0,8,16,12,1,0,4,5,6,6,7,7,8,10,7,11,12,3,4,8,16,4
1331,3222,604897.5,3512722.5,2023,0,0,2,4,4,4,6,5,4,7,3,0,14,4,12,8,16,4,1,0,4,5,6,6,7,7,8,10,7,11,12,3,4,8,16,4
1333,3257,605002.5,3512716.5,2023,0,0,2,5,4,4,6,5,4,7,3,5,7,10,9,4,16,0,1,1,3,1,6,6,7,7,8,10,7,6,12,3,4,8,16,4
1328,3294,605113.5,3512731.5,2023,0,0,0,4,4,6,8,9,10,2,5,9,12,9,12,17,10,7,1,1,0,3,6,7,8,0,5,6,0,9,2,13,12,11,12,9
1328,3304,605143.5,3512731.5,2023,0,3,4,3,3,6,8,6,10,2,9,9,5,8,12,0,5,4,1,1,0,3,5,5,8,0,5,6,0,9,2,8,12,12,12,15
1346,3331,605224.5,3512677.5,2023,1,2,1,2,6,0,0,9,10,2,5,9,12,9,13,17,6,14,1,0,4,5,6,7,8,0,8,9,0,9,4,8,12,9,14,3
1358,15,595276.5,3512641.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,0,10,4,16
1370,53,595390.5,3512605.5,2023,1,2,1,2,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,1,10,4,3
1353,71,595444.5,3512656.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,4,1,4,0,5,0,8,9,13,1,15,1,10,4,16
1360,116,595579.5,3512635.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,1,3,6,3,0,2,1,4,2,2,1,3,10,9,12,5,4,11,16,6,9,7
1362,135,595636.5,3512629.5,2023,1,2,1,0,0,5,7,8,8,5,12,2,3,11,1,3,1,3,0,2,1,4,0,2,1,3,10,11,12,5,11,11,16,6,9,19
1372,178,595765.5,3512599.5,2023,1,2,1,0,6,0,5,4,5,6,1,3,9,3,3,9,11,13,0,0,4,4,1,4,0,5,3,8,12,5,4,15,1,9,9,3
1357,192,595807.5,3512644.5,2023,1,2,1,0,0,5,5,4,9,1,11,10,11,6,1,1,13,5,0,0,4,4,1,4,0,5,10,8,4,13,1,15,0,14,4,16
1377,212,595867.5,3512584.5,2023,1,2,1,0,0,0,5,4,9,1,12,10,11,6,1,3,13,5,0,2,1,0,0,1,1,3,6,11,10,5,6,11,16,6,9,7
1369,262,596017.5,3512608.5,2023,1,0,2,4,4,4,6,5,4,7,3,0,14,4,0,5,10,7,1,1,3,5,6,6,7,7,8,10,7,9,12,3,12,13,14,17
1367,271,596044.5,3512614.5,2023,1,0,2,2,1,4,6,0,1,0,3,12,0,14,7,5,18,7,0,2,3,1,0,6,7,7,6,9,5,3,10,9,15,4,5,14
1370,325,596206.5,3512605.5,2023,1,2,1,2,6,0,5,4,5,6,1,11,9,3,16,3,11,15,0,0,4,5,1,4,0,5,3,0,9,12,5,15,1,10,2,3
1359,354,596293.5,3512638.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,7,0,0,4,5,1,6,0,5,3,9,12,5,4,11,9,9,9,1
1369,386,596389.5,3512608.5,2023,1,2,0,2,6,0,2,4,9,1,11,10,11,6,8,1,13,5,0,0,4,5,1,4,0,5,3,0,9,13,9,14,9,14,17,1
1375,416,596479.5,3512590.5,2023,1,0,0,4,6,0,2,3,7,11,1,3,9,12,3,9,11,13,0,0,4,5,1,4,0,5,3,0,9,11,9,14,9,14,17,1
1368,441,596554.5,3512611.5,2023,1,2,1,0,6,0,5,4,9,1,11,10,11,6,1,6,13,5,0,0,1,4,1,2,1,3,10,8,12,5,11,1,16,14,17,1
1350,454,596593.5,3512665.5,2023,1,2,1,0,6,0,5,4,7,11,1,3,9,12,3,9,11,13,0,0,1,4,1,4,0,5,10,9,12,5,4,11,16,14,9,3
1361,503,596740.5,3512632.5,2023,1,2,0,2,1,2,0,0,9,1,11,10,11,6,8,1,13,5,0,2,3,0,0,1,6,1,6,4,5,1,6,6,7,7,0,13
1350,536,596839.5,3512665.5,2023,1,2,1,0,6,0,5,4,7,11,1,3,9,12,3,9,11,13,0,0,4,4,1,4,0,5,10,9,12,5,4,11,9,14,17,1
1355,551,596884.5,3512650.5,2023,0,0,2,5,1,4,6,5,4,8,8,12,7,10,7,5,18,0,0,2,3,1,4,1,6,1,2,2,5,3,10,9,15,4,5,14
1366,593,597010.5,3512617.5,2023,0,0,2,2,1,4,6,0,4,7,11,12,0,10,8,1,17,0,0,2,3,1,4,1,6,1,6,2,5,6,10,6,15,7,0,14
1351,607,597052.5,3512662.5,2023,1,0,0,2,1,2,0,0,4,7,3,12,0,6,8,5,18,0,0,2,3,0,0,1,6,1,6,2,5,1,6,6,7,7,0,13
1369,632,597127.5,3512608.5,2023,0,0,2,5,2,4,6,5,4,8,8,5,7,10,9,4,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,7,11
1375,674,597253.5,3512590.5,2023,0,0,2,5,2,7,6,5,4,8,8,5,7,15,9,4,7,16,2,3,3,1,4,0,5,4,9,10,2,6,3,3,4,2,7,11
1363,693,597310.5,3512626.5,2023,0,0,2,5,2,4,6,5,4,8,8,5,7,10,9,4,7,16,2,3,3,1,4,0,5,4,9,7,2,10,3,10,2,2,8,11
1368,749,597478.5,3512611.5,2023,0,0,2,5,2,4,6,5,4,8,8,5,7,10,9,4,16,0,2,3,3,1,4,0,5,4,9,7,2,6,3,10,4,2,7,11
1354,754,597493.5,3512653.5,2023,0,0,2,5,2,7,6,5,4,8,8,5,7,15,9,4,16,16,2,3,2,1,4,0,5,4,9,7,2,6,3,10,2,2,7,11
1371,781,597574.5,3512602.5,2023,1,0,0,4,6,6,8,9,10,2,5,9,12,9,13,17,5,15,0,0,4,5,1,4,0,5,3,0,9,12,4,8,14,9,13,3
1356,832,597727.5,3512647.5,2023,1,0,0,2,1,2,0,0,1,0,6,12,0,14,7,10,18,6,0,2,3,1,0,0,6,1,6,2,5,6,10,3,15,4,5,14
1356,849,597778.5,3512647.5,2023,1,0,2,2,1,4,6,0,4,7,3,12,0,10,8,1,18,0,0,2,3,1,4,0,6,1,9,2,5,6,10,9,15,7,7,14
1353,896,597919.5,3512656.5,2023,2,1,2,5,2,7,6,5,3,8,8,5,7,15,9,4,7,16,2,3,2,1,4,0,5,4,9,7,2,10,3,10,2,2,8,11
1377,923,598000.5,3512584.5,2023,1,2,0,2,6,0,2,3,9,1,11,10,11,6,8,1,13,5,0,0,4,5,0,6,1,3,10,4,7,1,9,14,7,14,17,4
1374,959,598108.5,3512593.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,5,6,0,0,2,0,14,9,2,3
1358,977,598162.5,3512641.5,2023,1,0,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,15,1,0,4,5,1,7,0,5,3,0,9,12,5,0,5,9,2,3
1361,993,598210.5,3512632.5,2023,1,2,1,0,6,0,5,4,9,1,12,10,11,6,8,3,13,5,0,0,4,5,0,6,7,7,8,4,7,11,9,14,4,7,0,4
1351,1047,598372.5,3512662.5,2023,0,0,2,4,4,4,6,5,4,7,3,0,14,4,0,8,16,12,1,1,3,1,6,6,7,7,8,10,7,6,12,3,4,8,16,4
1361,1068,598435.5,3512632.5,2023,1,2,0,2,1,0,0,3,9,1,11,10,11,6,8,1,13,5,0,2,3,5,0,6,7,7,8,4,7,11,9,6,4,7,0,4
1359,1089,598498.5,3512638.5,2023,1,2,0,0,6,0,2,4,7,11,1,3,9,12,3,9,11,13,0,0,4,5,6,6,7,7,8,4,7,11,9,14,9,14,16,4
1355,1138,598645.5,3512650.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,3,0,9,12,5,0,1,0,2,10
1368,1150,598681.5,3512611.5,2023,1,2,1,0,6,0,5,4,5,6,1,11,10,3,16,9,3,3,1,0,4,5,1,4,0,5,3,0,9,12,5,0,1,0,2,10
1367,1197,598822.5,3512614.5,2023,1,2,0,0,6,0,2,4,7,11,1,3,9,12,3,9,11,13,1,0,4,5,1,4,0,5,3,0,9,12,5,0,5,0,2,10
1377,1224,598903.5,3512584.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,3,0,9,12,5,0,1,0,2,10
1363,1233,598930.5,3512626.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,3,0,9,12,5,15,1,10,2,10
1369,1264,599023.5,3512608.5,2023,1,2,1,0,6,0,5,4,5,6,1,3,9,3,16,9,11,13,0,0,4,5,6,6,7,7,8,4,7,11,9,14,9,14,16,4
1350,1319,599188.5,3512665.5,2023,1,2,0,4,6,0,2,3,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,7,8,8,3,0,9,12,5,0,5,0,2,10
1373,1330,599221.5,3512596.5,2023,1,0,0,4,4,6,8,9,10,2,5,9,12,9,13,17,5,15,1,1,0,3,5,7,8,8,5,6,0,0,2,8,14,9,13,3
1352,1355,599296.5,3512659.5,2023,0,0,0,4,6,6,8,9,10,2,5,9,12,9,13,17,5,15,1,1,0,3,6,7,8,8,5,6,0,0,2,8,14,9,15,9
1353,1382,599377.5,3512656.5,2023,1,0,0,4,1,2,0,0,1,0,6,12,6,14,13,10,6,6,0,2,3,0,0,6,1,3,6,9,12,5,4,11,16,6,9,7
1376,1439,599548.5,3512587.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,15,1,0,4,5,1,4,0,5,3,0,9,12,5,0,1,9,2,3
1361,1447,599572.5,3512632.5,2023,1,2,1,0,6,0,5,4,5,6,1,3,9,3,16,9,11,13,0,0,4,5,1,4,0,5,3,0,9,12,5,15,1,10,2,10
1360,1478,599665.5,3512635.5,2023,1,2,1,0,6,0,5,4,5,6,1,11,10,3,16,9,3,3,0,0,4,5,1,4,0,5,3,0,9,12,5,15,1,10,2,3
1377,1525,599806.5,3512584.5,2023,1,2,0,0,6,0,5,4,5,6,1,3,9,3,16,9,11,13,1,0,4,5,1,7,0,8,3,0,9,12,5,0,5,0,2,10
1367,1559,599908.5,3512614.5,2023,1,2,0,4,6,0,2,9,7,11,1,3,9,12,3,9,11,15,0,0,4,5,1,4,0,5,3,9,9,12,5,0,9,9,2,3
