row,col,x,y,year,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,kmeans_k7,kmeans_k8,kmeans_k9,kmeans_k10,kmeans_k11,kmeans_k12,kmeans_k13,kmeans_k14,kmeans_k15,kmeans_k16,kmeans_k17,kmeans_k18,kmeans_k19,kmeans_k20
748,2189,601798.5,3514471.5,2023,1,0,4,4,0,7,6,1,7,11,4,8,10,13,0,12,13,9
723,2191,601804.5,3514546.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
736,2232,601927.5,3514507.5,2023,1,1,4,4,0,7,6,1,7,11,4,8,10,13,0,12,13,9
726,2273,602050.5,3514537.5,2023,0,0,4,2,0,7,6,7,6,1,11,0,5,5,3,1,4,3
743,2284,602083.5,3514486.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
728,2310,602161.5,3514531.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,11,15,6,16,11,6
733,2349,602278.5,3514516.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
746,2394,602413.5,3514477.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
732,2407,602452.5,3514519.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
748,2430,602521.5,3514471.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
748,2473,602650.5,3514471.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
720,2517,602782.5,3514555.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
721,2536,602839.5,3514552.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
734,2560,602911.5,3514513.5,2023,0,3,2,5,5,5,7,3,10,4,2,4,14,6,13,5,3,19
729,2600,603031.5,3514528.5,2023,1,1,1,4,0,7,6,1,5,11,4,8,10,13,0,12,13,9
729,2624,603103.5,3514528.5,2023,1,1,1,0,1,0,6,1,5,11,10,8,10,13,0,12,13,9
730,2667,603232.5,3514525.5,2023,1,0,4,4,0,7,6,1,7,11,4,8,10,2,16,8,6,12
738,2678,603265.5,3514501.5,2023,0,3,2,5,5,5,7,3,7,11,9,9,2,3,15,0,15,5
734,2715,603376.5,3514513.5,2023,1,1,1,4,0,7,6,1,5,8,10,13,10,14,0,12,16,11
738,2736,603439.5,3514501.5,2023,1,1,1,0,1,0,8,0,5,8,10,7,10,0,0,12,2,11
720,2780,603571.5,3514555.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,16
747,2801,603634.5,3514474.5,2023,1,1,1,0,1,6,5,8,9,8,10,5,4,2,12,6,0,11
746,2838,603745.5,3514477.5,2023,1,1,1,4,2,6,6,1,7,11,4,8,10,2,0,12,0,11
736,2869,603838.5,3514507.5,2023,1,1,1,0,2,6,1,8,9,3,0,5,4,11,12,13,8,16
749,2888,603895.5,3514468.5,2023,1,0,0,1,2,6,5,8,9,3,0,10,0,10,11,13,8,17
744,2937,604042.5,3514483.5,2023,1,0,4,4,0,7,6,1,7,11,4,8,12,2,16,8,6,12
743,2959,604108.5,3514486.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,12,12,16,8,6,12
729,2974,604153.5,3514528.5,2023,0,0,4,2,4,4,3,6,2,7,1,6,12,12,16,8,6,12
749,3015,604276.5,3514468.5,2023,0,0,4,2,4,4,3,1,7,11,4,8,12,13,16,8,6,12
736,3035,604336.5,3514507.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
746,3077,604462.5,3514477.5,2023,0,3,2,5,5,5,7,3,10,7,9,9,2,3,15,0,15,5
739,3093,604510.5,3514498.5,2023,0,3,2,5,5,5,7,3,10,4,9,9,2,6,13,5,3,19
743,3128,604615.5,3514486.5,2023,0,3,2,5,5,5,7,3,10,4,9,9,2,3,15,0,15,5
740,3155,604696.5,3514495.5,2023,0,3,2,5,5,5,7,3,10,4,2,4,14,6,13,5,3,19
742,3181,604774.5,3514489.5,2023,0,3,2,5,5,5,7,3,10,4,2,4,14,6,13,5,3,19
730,3236,604939.5,3514525.5,2023,0,0,0,2,4,1,4,4,4,9,8,6,11,3,15,0,15,5
740,3243,604960.5,3514495.5,2023,0,3,2,5,5,5,7,3,10,4,2,4,14,6,13,5,3,19
730,3281,605074.5,3514525.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
748,3320,605191.5,3514471.5,2023,0,0,0,1,4,1,4,4,4,9,8,6,11,12,6,14,17,15
743,3331,605224.5,3514486.5,2023,0,0,0,1,6,1,4,4,4,9,8,6,11,12,14,14,12,13
765,11,595264.5,3514420.5,2023,1,1,1,4,0,7,1,8,9,3,0,10,0,10,11,13,8,17
774,47,595372.5,3514393.5,2023,1,1,1,4,0,7,6,7,5,8,10,13,6,14,1,6,16,4
772,66,595429.5,3514399.5,2023,1,1,1,4,0,7,1,7,6,1,11,13,6,14,1,1,4,4
753,101,595534.5,3514456.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
766,135,595636.5,3514417.5,2023,1,0,0,4,2,1,4,8,9,3,0,10,0,10,11,13,8,17
771,151,595684.5,3514402.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
752,200,595831.5,3514459.5,2023,1,0,4,4,0,7,6,1,6,1,4,8,12,5,16,8,6,12
764,226,595909.5,3514423.5,2023,1,1,1,4,0,7,1,8,9,3,0,10,0,10,11,13,8,17
757,245,595966.5,3514444.5,2023,0,0,4,4,4,1,4,7,6,1,11,0,5,5,3,1,4,3
777,297,596122.5,3514384.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
770,329,596218.5,3514405.5,2023,1,0,0,1,2,1,4,4,4,9,8,10,0,10,11,2,12,17
757,359,596308.5,3514444.5,2023,1,0,4,4,0,7,1,8,9,3,0,10,0,10,11,13,8,17
779,360,596311.5,3514378.5,2023,1,1,1,4,2,7,1,8,9,3,0,10,0,10,11,13,8,17
774,414,596473.5,3514393.5,2023,0,0,4,2,0,4,6,1,7,11,4,8,12,13,16,8,6,12
776,446,596569.5,3514387.5,2023,1,1,1,4,0,7,1,7,9,8,0,13,6,14,1,6,16,4
764,460,596611.5,3514423.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,12,12,16,8,6,12
759,488,596695.5,3514438.5,2023,0,0,4,2,4,1,4,4,7,9,8,6,12,12,16,8,6,12
771,520,596791.5,3514402.5,2023,1,0,0,1,2,1,4,4,9,3,8,10,0,10,11,13,8,17
752,561,596914.5,3514459.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,4
752,574,596953.5,3514459.5,2023,1,0,4,4,0,7,1,7,6,1,11,0,5,5,3,1,4,3
760,610,597061.5,3514435.5,2023,1,1,1,4,0,7,6,7,5,8,10,13,6,14,1,6,16,4
778,657,597202.5,3514381.5,2023,1,1,1,4,0,7,1,8,9,8,10,13,6,2,1,6,0,11
761,688,597295.5,3514432.5,2023,1,1,1,4,0,7,1,8,5,8,10,13,6,14,1,6,16,11
770,713,597370.5,3514405.5,2023,1,1,1,4,0,7,6,7,5,8,10,13,6,14,1,6,16,4
767,720,597391.5,3514414.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
755,761,597514.5,3514450.5,2023,1,1,1,4,0,7,1,8,9,8,0,13,6,14,1,6,16,4
778,789,597598.5,3514381.5,2023,1,0,4,4,0,7,1,7,6,1,11,0,5,5,3,1,4,3
770,813,597670.5,3514405.5,2023,1,1,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,4
762,850,597781.5,3514429.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
773,887,597892.5,3514396.5,2023,1,0,4,4,2,7,1,8,9,3,0,10,12,2,16,8,6,12
753,913,597970.5,3514456.5,2023,1,1,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,4
753,933,598030.5,3514456.5,2023,1,1,1,4,0,0,6,1,5,8,10,8,10,13,0,12,13,11
752,962,598117.5,3514459.5,2023,1,1,1,0,1,0,8,0,0,0,12,5,4,11,12,15,18,1
773,1013,598270.5,3514396.5,2023,1,1,1,4,2,6,5,1,9,6,4,8,12,2,16,3,0,11
779,1047,598372.5,3514378.5,2023,0,3,2,5,5,5,7,3,10,4,2,4,14,6,13,5,3,19
776,1064,598423.5,3514387.5,2023,0,0,4,2,4,4,3,6,7,11,4,8,9,13,7,16,13,9
777,1102,598537.5,3514384.5,2023,1,1,1,4,0,7,1,7,6,1,11,13,6,5,3,1,4,4
775,1127,598612.5,3514390.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
778,1162,598717.5,3514381.5,2023,1,1,1,4,1,7,1,8,9,3,0,13,6,10,1,13,8,16
774,1186,598789.5,3514393.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
758,1220,598891.5,3514441.5,2023,2,2,3,3,3,2,2,2,3,10,3,1,3,4,10,7,1,2
757,1230,598921.5,3514444.5,2023,2,2,3,3,3,2,2,2,3,10,3,1,3,4,9,4,14,10
763,1261,599014.5,3514426.5,2023,2,2,3,3,3,2,2,2,3,10,3,1,3,4,9,4,14,10
773,1378,599365.5,3514396.5,2023,2,2,3,3,3,2,2,2,3,2,6,1,3,4,10,7,1,2
777,1383,599380.5,3514384.5,2023,2,2,3,3,3,2,2,2,3,10,3,1,3,4,10,7,1,2
779,1425,599506.5,3514378.5,2023,1,1,0,1,2,6,1,8,9,3,0,10,0,10,11,2,8,17
756,1465,599626.5,3514447.5,2023,2,2,3,3,6,3,0,9,8,2,6,12,8,7,2,10,10,8
754,1491,599704.5,3514453.5,2023,1,0,0,1,6,3,0,9,8,5,5,3,1,9,14,2,12,13
751,1507,599752.5,3514462.5,2023,0,2,0,1,6,3,0,9,8,5,5,3,1,9,2,10,10,8
754,1556,599899.5,3514453.5,2023,0,0,4,2,4,4,3,6,2,7,1,6,12,3,16,8,6,12
763,1576,599959.5,3514426.5,2023,0,0,4,2,4,4,3,6,7,7,9,9,2,3,15,0,15,5
753,1597,600022.5,3514456.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
767,1640,600151.5,3514414.5,2023,0,3,2,5,5,5,7,3,10,4,9,9,2,3,15,0,15,5
776,1657,600202.5,3514387.5,2023,0,0,4,2,4,4,3,1,7,11,4,8,12,13,16,8,13,9
760,1681,600274.5,3514435.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
771,1738,600445.5,3514402.5,2023,0,0,4,2,0,4,6,1,7,11,4,8,10,13,16,12,13,9
764,1768,600535.5,3514423.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
758,1770,600541.5,3514441.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
758,1827,600712.5,3514441.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
773,1850,600781.5,3514396.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
754,1872,600847.5,3514453.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
750,1916,600979.5,3514465.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
754,1932,601027.5,3514453.5,2023,0,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
750,1958,601105.5,3514465.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
762,1992,601207.5,3514429.5,2023,0,0,4,2,0,4,6,7,6,1,11,0,5,5,3,1,4,3
775,2023,601300.5,3514390.5,2023,0,0,4,2,0,4,6,7,6,1,11,0,5,5,3,1,4,3
776,2045,601366.5,3514387.5,2023,0,0,4,2,4,4,3,6,6,1,1,0,5,15,7,16,11,6
775,2093,601510.5,3514390.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
753,2104,601543.5,3514456.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
759,2138,601645.5,3514438.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
773,2186,601789.5,3514396.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
778,2217,601882.5,3514381.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
777,2230,601921.5,3514384.5,2023,0,0,4,2,4,4,3,6,6,1,1,0,5,15,7,16,11,3
769,2274,602053.5,3514408.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,13,7,16,11,9
770,2301,602134.5,3514405.5,2023,1,0,4,4,0,7,6,1,7,11,4,8,10,13,0,12,13,9
765,2335,602236.5,3514420.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
773,2364,602323.5,3514396.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
754,2388,602395.5,3514453.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
764,2408,602455.5,3514423.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
756,2430,602521.5,3514447.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
762,2467,602632.5,3514429.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
778,2507,602752.5,3514381.5,2023,0,0,4,2,0,4,6,1,7,11,4,8,10,13,0,12,13,9
775,2532,602827.5,3514390.5,2023,0,0,4,2,4,4,3,1,7,11,4,8,9,13,7,12,13,9
767,2571,602944.5,3514414.5,2023,1,0,4,4,0,7,6,7,6,1,4,8,10,13,0,12,13,9
775,2589,602998.5,3514390.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,13,7,16,11,6
756,2628,603115.5,3514447.5,2023,1,0,0,1,2,6,4,4,1,3,8,10,0,10,11,2,12,17
766,2646,603169.5,3514417.5,2023,0,0,0,1,2,1,4,4,4,9,8,6,12,12,16,8,6,12
751,2682,603277.5,3514462.5,2023,1,0,0,1,2,6,5,5,1,6,7,11,12,2,16,3,0,0
770,2720,603391.5,3514405.5,2023,0,0,0,1,2,1,4,4,4,9,8,10,0,10,11,8,12,17
764,2742,603457.5,3514423.5,2023,1,0,4,4,0,7,6,1,7,11,4,8,10,2,0,12,13,11
775,2781,603574.5,3514390.5,2023,1,1,1,0,1,0,1,8,5,8,10,13,6,14,1,6,16,16
779,2798,603625.5,3514378.5,2023,1,1,0,1,2,6,5,8,9,3,0,10,0,10,11,13,8,17
758,2848,603775.5,3514441.5,2023,1,1,1,0,1,0,8,0,0,0,12,7,13,0,8,17,2,14
769,2856,603799.5,3514408.5,2023,1,1,1,0,2,6,5,8,9,3,0,5,4,11,12,15,0,11
757,2892,603907.5,3514444.5,2023,0,0,0,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
766,2918,603985.5,3514417.5,2023,1,0,0,4,2,6,5,1,7,11,4,8,12,2,16,8,6,12
779,2943,604060.5,3514378.5,2023,0,0,4,2,4,1,4,4,7,9,8,6,12,12,16,8,6,12
778,2978,604165.5,3514381.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,12,12,16,8,6,12
763,3016,604279.5,3514426.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,11,12,6,14,6,12
767,3054,604393.5,3514414.5,2023,0,0,0,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
764,3069,604438.5,3514423.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
758,3101,604534.5,3514441.5,2023,0,3,2,5,5,5,7,3,10,4,9,9,2,3,15,0,15,5
765,3132,604627.5,3514420.5,2023,0,3,2,5,5,5,7,3,10,4,2,4,14,6,13,5,3,19
771,3175,604756.5,3514402.5,2023,0,0,0,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
753,3206,604849.5,3514456.5,2023,0,3,2,5,5,5,7,3,10,4,9,9,14,3,15,0,15,5
761,3238,604945.5,3514432.5,2023,0,0,0,1,4,1,4,4,4,9,8,6,11,12,6,14,17,15
778,3254,604993.5,3514381.5,2023,0,3,2,5,5,5,7,3,10,4,2,4,14,6,13,5,3,19
768,3291,605104.5,3514411.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,12,3,15,0,15,5
755,3303,605140.5,3514450.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
752,3330,605221.5,3514459.5,2023,0,0,0,1,2,1,4,4,4,9,8,6,11,12,6,14,17,15
787,7,595252.5,3514354.5,2023,0,0,0,1,2,1,4,4,4,9,8,10,0,12,11,8,6,17
805,58,595405.5,3514300.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
788,79,595468.5,3514351.5,2023,0,0,4,4,4,1,4,4,6,9,8,6,11,12,6,14,17,15
781,104,595543.5,3514372.5,2023,1,0,0,1,2,1,4,4,9,3,8,10,0,10,11,13,12,17
797,126,595609.5,3514324.5,2023,1,1,1,4,0,7,1,8,5,8,10,13,6,14,1,6,16,4
790,172,595747.5,3514345.5,2023,1,1,1,4,0,7,1,7,5,8,11,13,6,14,1,1,16,4
789,182,595777.5,3514348.5,2023,1,0,4,4,2,7,1,8,9,3,0,10,0,10,11,13,8,17
799,212,595867.5,3514318.5,2023,1,1,1,0,1,6,1,8,9,3,0,5,4,11,12,15,18,16
802,254,595993.5,3514309.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
801,287,596092.5,3514312.5,2023,1,1,1,4,0,7,1,8,9,3,0,10,0,10,11,13,8,17
793,317,596182.5,3514336.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
799,347,596272.5,3514318.5,2023,1,1,1,4,0,7,1,7,6,1,11,0,6,5,3,1,4,4
789,368,596335.5,3514348.5,2023,1,1,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,4
782,400,596431.5,3514369.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
796,439,596548.5,3514327.5,2023,0,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
796,458,596605.5,3514327.5,2023,0,0,4,2,0,7,6,7,6,1,11,0,5,5,3,1,4,3
794,485,596686.5,3514333.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
788,510,596761.5,3514351.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
790,540,596851.5,3514345.5,2023,0,0,4,4,0,7,4,7,6,1,11,0,5,5,3,1,4,3
809,597,597022.5,3514288.5,2023,0,0,4,2,4,4,3,6,6,1,11,0,5,5,3,16,4,3
791,600,597031.5,3514342.5,2023,1,1,1,4,0,7,1,8,9,3,0,10,0,10,11,13,8,17
791,641,597154.5,3514342.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
797,680,597271.5,3514324.5,2023,1,0,4,4,0,7,1,8,9,3,0,10,0,2,16,8,6,12
809,716,597379.5,3514288.5,2023,1,0,4,4,0,1,4,4,6,9,8,10,0,12,11,8,6,12
784,749,597478.5,3514363.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
802,770,597541.5,3514309.5,2023,1,1,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,4
795,798,597625.5,3514330.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
803,812,597667.5,3514306.5,2023,0,0,4,4,2,1,4,4,6,9,8,6,12,12,16,8,6,12
801,859,597808.5,3514312.5,2023,1,0,4,4,0,7,1,7,6,1,11,0,5,5,3,1,4,3
800,890,597901.5,3514315.5,2023,1,0,4,4,0,7,1,7,6,1,11,10,0,5,11,1,4,3
802,913,597970.5,3514309.5,2023,1,1,1,4,1,7,1,8,9,3,0,13,6,14,1,6,8,16
792,946,598069.5,3514339.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
780,986,598189.5,3514375.5,2023,1,1,1,4,0,7,6,1,5,11,4,8,10,13,0,12,13,9
792,1010,598261.5,3514339.5,2023,1,1,1,4,0,7,1,8,5,8,10,13,6,14,1,6,16,4
786,1027,598312.5,3514357.5,2023,1,0,4,4,0,7,6,1,7,11,4,8,12,2,16,8,6,12
780,1073,598450.5,3514375.5,2023,1,1,1,4,2,7,1,8,9,3,0,13,6,2,1,6,0,11
799,1084,598483.5,3514318.5,2023,0,3,2,5,5,5,7,3,10,4,2,4,14,6,13,5,3,19
784,1118,598585.5,3514363.5,2023,1,1,1,4,0,7,1,7,5,8,11,13,6,14,1,1,16,4
785,1152,598687.5,3514360.5,2023,1,1,1,4,2,7,1,8,9,3,0,10,0,10,11,13,8,17
798,1178,598765.5,3514321.5,2023,1,1,1,0,1,0,8,0,0,0,12,7,13,0,8,17,16,16
807,1201,598834.5,3514294.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
808,1248,598975.5,3514291.5,2023,1,1,0,1,2,6,1,8,9,3,0,10,0,10,11,13,8,17
800,1266,599029.5,3514315.5,2023,2,2,3,3,3,2,2,9,8,2,6,12,8,7,10,7,1,2
809,1304,599143.5,3514288.5,2023,1,1,1,1,2,6,1,8,9,3,0,10,0,10,11,13,8,17
800,1322,599197.5,3514315.5,2023,2,2,3,3,3,2,0,9,8,2,6,12,8,7,2,10,10,8
793,1356,599299.5,3514336.5,2023,0,0,0,1,6,3,0,9,8,5,5,3,1,9,14,2,5,13
792,1406,599449.5,3514339.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
795,1422,599497.5,3514330.5,2023,1,1,1,0,1,0,1,8,9,3,0,13,6,14,1,6,16,16
796,1455,599596.5,3514327.5,2023,1,1,1,4,0,7,1,8,9,3,0,10,0,10,11,13,8,17
789,1488,599695.5,3514348.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
785,1504,599743.5,3514360.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
804,1553,599890.5,3514303.5,2023,1,1,1,4,0,7,6,7,5,8,10,13,6,14,0,12,16,4
780,1579,599968.5,3514375.5,2023,1,1,4,4,0,7,6,1,5,11,4,8,10,13,0,12,13,9
802,1594,600013.5,3514309.5,2023,1,0,4,4,0,7,6,1,6,1,4,8,10,13,3,12,13,9
804,1643,600160.5,3514303.5,2023,0,0,4,2,0,4,6,1,7,11,4,8,10,13,16,12,13,9
806,1656,600199.5,3514297.5,2023,0,0,4,2,4,4,6,6,6,1,11,0,5,13,3,16,4,3
794,1707,600352.5,3514333.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,13,7,16,11,6
805,1720,600391.5,3514300.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
787,1759,600508.5,3514354.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
808,1796,600619.5,3514291.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
797,1827,600712.5,3514324.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
795,1851,600784.5,3514330.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
802,1864,600823.5,3514309.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
794,1895,600916.5,3514333.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
802,1920,600991.5,3514309.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
805,1952,601087.5,3514300.5,2023,0,0,4,2,0,4,3,6,6,1,11,0,5,15,7,16,11,3
805,2006,601249.5,3514300.5,2023,1,1,1,4,0,7,6,7,5,8,10,13,6,14,1,1,16,4
809,2027,601312.5,3514288.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
794,2052,601387.5,3514333.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
799,2091,601504.5,3514318.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
785,2129,601618.5,3514360.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
797,2147,601672.5,3514324.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
794,2174,601753.5,3514333.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
790,2215,601876.5,3514345.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
788,2237,601942.5,3514351.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
804,2270,602041.5,3514303.5,2023,0,0,4,2,4,4,3,6,6,1,1,0,5,15,7,16,11,3
801,2286,602089.5,3514312.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
808,2319,602188.5,3514291.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
788,2352,602287.5,3514351.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
809,2389,602398.5,3514288.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
802,2403,602440.5,3514309.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
783,2447,602572.5,3514366.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
781,2487,602692.5,3514372.5,2023,0,0,4,2,4,4,3,6,2,7,1,2,9,15,7,16,11,6
795,2500,602731.5,3514330.5,2023,0,3,2,5,5,5,7,3,10,4,9,9,2,3,15,0,15,5
797,2548,602875.5,3514324.5,2023,0,0,4,2,4,4,3,6,6,1,4,0,5,13,3,16,13,9
800,2554,602893.5,3514315.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
798,2609,603058.5,3514321.5,2023,1,0,4,4,0,7,6,7,6,1,11,0,5,5,3,1,4,3
797,2619,603088.5,3514324.5,2023,0,0,0,1,2,1,4,4,4,9,8,6,0,12,11,14,17,15
791,2663,603220.5,3514342.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
782,2671,603244.5,3514369.5,2023,0,0,4,2,4,1,4,7,6,1,11,0,5,5,3,1,4,3
805,2716,603379.5,3514300.5,2023,0,0,4,2,4,1,4,1,7,9,4,6,12,12,16,8,6,12
801,2733,603430.5,3514312.5,2023,1,1,1,1,2,6,5,5,1,6,7,11,7,2,5,3,0,11
785,2787,603592.5,3514360.5,2023,1,1,0,1,2,6,5,8,9,3,0,10,0,10,11,13,8,17
807,2817,603682.5,3514294.5,2023,1,1,1,4,2,6,1,8,9,3,0,10,0,10,11,13,8,17
803,2831,603724.5,3514306.5,2023,1,0,0,1,2,6,5,5,1,6,7,11,7,2,5,3,0,0
787,2876,603859.5,3514354.5,2023,1,1,1,4,2,7,1,8,9,3,0,10,0,10,11,13,8,17
786,2903,603940.5,3514357.5,2023,0,0,4,4,4,1,4,4,6,9,8,6,0,12,11,14,17,12
797,2933,604030.5,3514324.5,2023,0,0,4,2,4,1,4,1,7,9,4,6,12,12,16,8,6,12
806,2954,604093.5,3514297.5,2023,0,0,4,2,4,4,4,1,7,9,4,6,12,12,16,8,6,12
787,2990,604201.5,3514354.5,2023,0,0,4,2,4,1,4,4,4,9,8,6,11,12,6,14,17,15
804,3006,604249.5,3514303.5,2023,0,0,4,2,4,4,3,6,6,1,4,0,12,13,16,8,6,12
782,3057,604402.5,3514369.5,2023,0,0,0,1,6,1,4,4,4,9,8,6,11,12,14,9,17,15
