row,col,x,y,year,kmeans_label,gmm_label,gmm_posterior_0,gmm_posterior_1,gmm_posterior_2,gmm_posterior_3,gmm_posterior_4,gmm_posterior_5,gmm_posterior_6,gmm_posterior_7,gmm_posterior_8,gmm_posterior_9
9,990,598201.5,3516688.5,2022,0,6,0.01462653579495782,0.3921086007920052,1.542175375143551e-05,0.0020230039544164415,2.1220783023204294e-06,0.0010599429701802193,0.5791377847242578,0.0014194919908688318,1.848181890320216e-07,0.009606911123071294
29,1028,598315.5,3516628.5,2022,0,6,1.470298831718631e-06,0.05150309337013957,0.00011571087656534498,7.691592359794148e-07,9.42403017121077e-10,1.648059326228522e-06,0.9471501620813529,0.0007565564874494564,2.48003770866487e-07,0.00047034072092478073
5,1057,598402.5,3516700.5,2022,0,1,0.00027709097008384,0.6404846261792483,0.0011750823117070196,0.006595336064679898,8.95655942809445e-06,0.0003699156743536049,0.2721011261540433,0.042518105167805124,0.0003050942704596669,0.03616466664819133
11,1105,598546.5,3516682.5,2022,0,1,0.0016680983938239244,0.7151657523821235,0.0018849496017226421,0.03681952079157329,1.0896115690334928e-05,0.003335735738371652,0.17249613965910376,0.03340516108045604,0.00026929605525396674,0.03494445018188008
6,1136,598639.5,3516697.5,2022,6,3,0.011010153455956738,0.2364423386515374,0.00013987496510253157,0.39261414398825184,0.00022424053727281273,0.022101189543610757,0.00036879691798732023,0.01088209288760698,0.0013003536256003772,0.3249168154270737
20,1160,598711.5,3516655.5,2022,7,5,2.3108205148710375e-06,0.0004930168141151127,0.0029306653806232133,0.01710717383588755,2.446575146684398e-06,0.8603935027841078,0.0004172633431335409,0.0001665581019489815,0.07110676984816165,0.04738029249636117
28,1185,598786.5,3516631.5,2022,7,5,0.18170685141589416,0.11436224548358176,3.705354865066827e-05,0.2648149073446527,1.9927278095620487e-06,0.41365354667080134,0.0006789627015344023,0.00027466813045666266,0.00010253202213224359,0.02436723995448659
26,1203,598840.5,3516637.5,2022,0,3,0.18015171222653137,0.17512671740059388,7.967977308095271e-06,0.6278016135029789,1.4272522295949755e-06,0.013862040920089172,0.0005819931685336189,0.0008562908316223011,3.477516015558226e-07,0.0016098889685113105
6,1246,598969.5,3516697.5,2022,7,3,0.012513537757271443,0.18547122715064765,4.071620410085495e-05,0.7856032163080404,1.0982302184024265e-06,0.010491464147184191,0.0001238329331051767,0.00359179191370328,5.589022808350241e-05,0.0021072251276446365
7,1278,599065.5,3516694.5,2022,0,3,0.025138363643206908,0.037985800722686425,0.0001604684789118418,0.5814475678727549,1.0732716160008534e-05,0.27287135866248324,0.047766003122914645,0.0008071397003908578,0.00015350003486176063,0.0336590650456294
7,1293,599110.5,3516694.5,2022,0,1,0.29522397291223773,0.403583717135597,4.9974035745021205e-06,0.2622785451546577,1.6073839490619437e-06,0.020466212690582446,0.014397417175903881,0.001283946800156096,1.0768031890385476e-07,0.0027594756630220053
24,1334,599233.5,3516643.5,2022,6,1,0.0014838548620577639,0.5977840441291135,4.1688695155167457e-05,0.0007188920731696069,1.3643976326687746e-05,0.00409042153304662,0.017103194927380536,0.002615070259109154,7.847001862663885e-05,0.3760707195260143
7,1367,599332.5,3516694.5,2022,7,0,0.443810087362625,0.04294963867384126,7.130617172967534e-06,0.09300001564507407,7.256480272984718e-06,0.39413416247027017,0.0015355853263083281,6.427450612115485e-05,4.35338146045609e-06,0.02448749553685487
29,1408,599455.5,3516628.5,2022,0,0,0.4569587277879247,0.029675897244470662,2.175685297666538e-06,0.4324796154045988,7.585154508993325e-06,0.07755816197597495,0.0007201554427757917,0.00016601171204148538,5.370547941654543e-08,0.002431615886928163
5,1432,599527.5,3516700.5,2022,0,3,0.20849321849744967,0.3205631261923634,4.006826199292179e-06,0.45288397571674915,6.122550223130947e-06,0.011757792461885954,0.00046222177724754987,0.0008192391187486869,4.028685001727412e-09,0.0050102928304493755
25,1454,599593.5,3516640.5,2022,2,4,0.03549937840643076,0.0006457180613069132,2.7695109754757395e-05,0.03144845629108589,0.5475881138021009,0.36561295228172463,0.014843641977226346,0.00433204462475179,1.7489413418559825e-07,1.824551483694721e-06
7,1493,599710.5,3516694.5,2022,0,0,0.9573399102687528,0.0116185780079412,2.0440555858497487e-07,0.011780022084105488,1.2627933744328886e-05,0.009424747030488467,0.008617404110120594,1.4901187423116718e-05,4.86748727675609e-12,0.0011916049669975274
20,1518,599785.5,3516655.5,2022,0,3,0.3596469540487533,0.06406290386966886,3.183224225857188e-06,0.40455026894278545,1.0116556791222668e-05,0.15931632621669897,0.0006845603109623887,0.0002525169637069504,9.161749417775834e-07,0.011472253691466181
